model,well_id,rmse,mae,n_rows,fold
Linear Regression,000d7d20,247.78097445330422,247.6848688292458,5278,4
Linear Regression,00bbac68,38.17681273149477,36.25591170343562,7559,2
Linear Regression,00e12e8b,83.52460156753159,82.5441783504811,6384,3
Linear Regression,015fe0d2,101.55802625202712,99.53136117012959,5950,1
Linear Regression,01869cd4,80.90368930142078,80.62406625867898,6850,4
Linear Regression,01982c1d,31.170116775802096,27.640038193786097,5587,2
Linear Regression,028d7b28,20.637172907136605,15.906125060477889,7761,1
Linear Regression,02e7fe5a,36.30735269065635,33.022284405732975,6888,1
Linear Regression,0390d174,183.19543514415068,182.11319245752935,6101,3
Linear Regression,03a935ae,19.66780496204226,16.94700362708797,4430,2
Linear Regression,044af7d1,20.695045309953624,17.60693728598203,6067,4
Linear Regression,0498acab,59.80243890936388,58.98535983283986,6432,4
Linear Regression,052d64df,211.53286434065828,211.4540433687447,4590,3
Linear Regression,05948241,36.46725998869491,35.567017211028706,5428,5
Linear Regression,059c8f24,88.40980012292192,80.63257461042079,7998,4
Linear Regression,05a0ee4d,328.8660404412099,328.5416587803837,6098,5
Linear Regression,060ab2b8,128.11702939896702,127.73015090148756,7818,2
Linear Regression,06df5958,40.42788060970596,39.90923478685008,5039,4
Linear Regression,071d7b45,124.36565313920491,124.08124968172815,4720,2
Linear Regression,0849b4e2,60.350476965549355,58.80463013548373,7436,2
Linear Regression,084d66f9,15.338457079283526,13.779254619839577,5632,1
Linear Regression,08fecf00,177.92998482968244,176.9197757221884,7405,5
Linear Regression,09053135,205.1759035620747,205.03487557420138,7715,4
Linear Regression,09441b8d,30.33843920216446,29.09567078859261,7395,1
Linear Regression,0955cd6c,69.90721209248873,67.4153897670635,7125,4
Linear Regression,09ec2ca9,171.32610778201698,170.5190919331465,7824,1
Linear Regression,0a57a29c,27.390558180881808,26.918077901347843,7194,4
Linear Regression,0bbf5e67,40.32598739030089,37.91887736191778,6031,3
Linear Regression,0be01c24,148.72161833698846,148.63801437174,6385,4
Linear Regression,0c1b160c,69.26245868721404,68.29899065282801,6714,5
Linear Regression,0d99f8e4,125.91490379435854,125.8056427897151,7522,4
Linear Regression,0dc5e64d,371.9550596072478,371.0817520569255,6191,1
Linear Regression,0dc835f3,121.51134005349908,121.0589822060389,5279,2
Linear Regression,0dd99dc5,18.236386720723406,13.70858136650185,9182,2
Linear Regression,0e5e560d,287.68526164965715,287.6033449036095,4896,2
Linear Regression,109d9d70,65.73232861742429,60.76518223408485,5851,4
Linear Regression,10a1281a,49.39430518660774,47.39491090070879,7353,5
Linear Regression,10b89021,23.179581150846197,17.764927936985536,7166,3
Linear Regression,10be2420,104.62769634983181,104.39079133285404,5203,2
Linear Regression,113011eb,87.18542595731202,85.05625738550015,4561,2
Linear Regression,1131525f,7.3262045687910575,6.007693086468652,5548,5
Linear Regression,11d0f5ac,40.09818805218434,39.595016185724155,6378,3
Linear Regression,12203f2a,215.74371804754966,215.2715280250185,4991,1
Linear Regression,122bd617,32.49858454550709,31.358957711246198,6408,3
Linear Regression,125be846,197.39408259394176,197.25511308992398,8033,1
Linear Regression,1285a37b,84.73089425427418,80.21489673540957,7403,5
Linear Regression,1295a25b,38.15146830184863,37.422635618362534,7037,1
Linear Regression,12f0cd90,23.745050167301706,19.624649394133534,7431,5
Linear Regression,137d1e44,60.42686508261871,55.505024489689475,6313,5
Linear Regression,13ce113d,129.89257891459,127.83832553300653,4875,1
Linear Regression,13f598d9,20.729651199179035,13.154282467204363,8934,2
Linear Regression,14a53cb3,81.53284089699915,79.32718917686663,8780,3
Linear Regression,14ab73fb,62.7989023541332,60.108418858874614,5279,3
Linear Regression,14ad5efb,23.76215778562475,20.55532776897658,7352,2
Linear Regression,14fee784,49.55975009208396,48.381012467042595,6406,1
Linear Regression,153552f5,99.1525790212455,98.51497628080976,6498,5
Linear Regression,1550491d,236.17766942523352,235.98723992689293,5929,4
Linear Regression,155887bb,25.09444355697569,22.79307789739135,7062,4
Linear Regression,1590af81,157.63714359195112,157.35267917816765,5231,1
Linear Regression,15e154a1,67.10687511947866,66.2907786820994,7699,4
Linear Regression,1619e2ca,315.43523146190176,315.24516479834875,6002,4
Linear Regression,16e4a047,113.26658983043188,112.87948896421155,5684,5
Linear Regression,173ed841,188.31254365663602,186.67586703803184,6530,3
Linear Regression,1770d7c6,28.364473149041594,17.199629858714026,9121,2
Linear Regression,177622d7,30.863935688179186,26.671081577732824,4699,5
Linear Regression,18d24f7b,34.18506731962994,33.975546557870544,6260,5
Linear Regression,19137a89,32.08995861013439,22.776680776963648,7958,3
Linear Regression,1944513c,218.61231564543056,218.28557715838923,6599,2
Linear Regression,197f8a5a,77.9834702985237,76.61688391988187,8248,4
Linear Regression,19871e7f,141.69409712649224,138.75556521440075,7152,2
Linear Regression,198a5607,38.62022969645707,36.799564564467794,8094,4
Linear Regression,19fb4f7b,65.89716267896114,61.676438810226465,7923,5
Linear Regression,1a518997,12.160675351955671,6.308509378283944,6544,4
Linear Regression,1a68190b,63.2511894262397,59.16411102157682,6502,1
Linear Regression,1a730ac2,43.31728710835571,42.50738410525127,6049,2
Linear Regression,1aaf1da0,47.81685313068135,45.91924302884606,6321,3
Linear Regression,1b08ed48,11.30231606321792,9.344917572166057,7175,5
Linear Regression,1b1c5372,83.97105729497416,82.66524450990185,5792,5
Linear Regression,1b1eba53,50.66764933826299,45.10383279157118,6710,2
Linear Regression,1b6ba517,123.64342288569678,122.84080573249335,8611,3
Linear Regression,1b82b665,108.71766203870872,106.48816396216986,5364,1
Linear Regression,1bcb2fcf,119.02835039061297,117.94386261576312,6202,4
Linear Regression,1beca81d,66.76648852520857,65.52956605983111,6650,1
Linear Regression,1d3fbf02,152.6074731711791,152.0014611649243,4252,3
Linear Regression,1d78281a,23.665427921151615,22.95913382677717,6810,1
Linear Regression,1e30dedf,40.81393636378143,33.56185888946075,5474,1
Linear Regression,1e5e3573,106.86717027642464,104.59285261178458,7126,1
Linear Regression,1f9afacb,156.22639516629894,155.7988316480214,7054,5
Linear Regression,1fdbba44,37.033726664099476,31.5100489867901,6333,4
Linear Regression,1fee2b62,222.4497782754761,221.71097550668642,6323,2
Linear Regression,20096916,181.08464903567992,180.9112651565094,6880,1
Linear Regression,200d233d,126.60301117678003,125.83996017065422,5896,3
Linear Regression,201661b5,87.61621294008947,87.17233553744563,8136,1
Linear Regression,203721ab,102.29674594032063,101.21415119966902,7235,2
Linear Regression,20402d71,25.979876999026978,20.07061220577032,7930,4
Linear Regression,2043abc5,125.54029453722538,124.83026621619784,8513,5
Linear Regression,204cc64b,163.61339191167957,162.23442599823025,6454,2
Linear Regression,206b6193,179.10161240338127,178.9375566181914,8568,2
Linear Regression,2075c696,183.03874972789137,179.52828366082377,5580,3
Linear Regression,22c5f93f,185.55898557760082,185.32446707073842,6919,1
Linear Regression,230eaaa3,207.4688727394159,207.31607183878657,6451,4
Linear Regression,2364716c,37.09528811779909,32.534589886225724,6093,4
Linear Regression,23b9beb0,144.770973893054,144.61912789443846,8790,4
Linear Regression,24d8997e,54.299453674889634,52.05563616295284,5188,1
Linear Regression,25050f63,61.129214418833506,60.61673958237939,7155,5
Linear Regression,25939962,97.011545699792,96.59276444306352,6071,5
Linear Regression,25fd32b3,25.66169923864844,23.932190556432275,4546,1
Linear Regression,261785ee,97.4583547213774,96.88311309153967,5512,1
Linear Regression,264feceb,12.202022601715903,10.077079398101969,7408,2
Linear Regression,26623a50,98.1817926471384,97.78945649329916,7479,2
Linear Regression,26d3a96a,141.2876839034838,139.05276734125852,6465,5
Linear Regression,272abef3,78.85656084841047,78.58701844778949,5682,4
Linear Regression,27300fd5,76.58122980697927,73.4314053213421,7386,3
Linear Regression,276b012a,76.3735636449163,75.31489893589486,6291,4
Linear Regression,27c3155b,32.370029786176424,29.621545721171678,6941,4
Linear Regression,27ebb9b9,106.17178855762002,105.60702748616129,7651,1
Linear Regression,283269ac,228.42955490101448,228.35793178351383,4567,5
Linear Regression,28473855,85.26677613540572,84.7234342778582,6620,5
Linear Regression,28f4eda9,36.606482815201566,33.49982775121347,6824,4
Linear Regression,29b24409,15.48113051369902,14.89929432302026,7417,4
Linear Regression,29de15c8,226.7352935208011,226.44587180965303,5164,5
Linear Regression,2ab29395,160.24190750820802,158.665182368131,3325,4
Linear Regression,2ac7cb6b,11.188950073967838,8.602556621546617,6451,5
Linear Regression,2acc78d4,48.09661555776524,46.545153923106724,6109,3
Linear Regression,2b034622,79.33839498689049,76.693197044759,6761,1
Linear Regression,2b06ad65,251.19786519304293,251.00917222647215,5706,1
Linear Regression,2b547943,187.9315130455874,187.10925457960485,5131,2
Linear Regression,2be5c96a,190.13497472633253,189.93835222519408,5753,5
Linear Regression,2bff06cf,134.1191858854374,131.25935441416664,9174,5
Linear Regression,2c0c4a4e,16.69725332367902,14.97701536922679,6719,1
Linear Regression,2cee0cba,110.38753429804414,109.81912526954622,7335,3
Linear Regression,2d0c268a,59.61624956907922,59.16612307230275,6289,4
Linear Regression,2d179ded,44.1060127588555,31.667129674939083,9225,3
Linear Regression,2d196986,66.26931020522409,63.853000981687764,8316,3
Linear Regression,2d2d0c6b,58.41656161379497,56.69799835725759,6967,5
Linear Regression,2d35f86d,220.68653735842867,220.23901516821277,6628,3
Linear Regression,2d9f6cb9,41.90121298854249,38.91556820332146,8627,2
Linear Regression,2ddad940,24.483956420943006,22.827718071795516,6812,3
Linear Regression,2e29e833,75.30812983120116,73.26288265538838,7254,1
Linear Regression,2e43c2ea,88.15991724628674,87.16835095059945,7349,4
Linear Regression,2e63d9de,22.290186348187227,15.53085305456579,6505,1
Linear Regression,2ee0235b,13.343326942975015,10.912589281446154,7256,4
Linear Regression,2f19d536,62.73604206154829,56.583398190154185,4744,3
Linear Regression,2f8e53c3,28.40205467949479,24.872189457098735,4133,4
Linear Regression,2fa01aa6,86.39360226612885,82.00953802244518,3860,2
Linear Regression,2fd68f7b,49.12155220301019,46.94094530002835,6381,2
Linear Regression,2fe023be,196.09396758982504,195.91578594862472,6060,3
Linear Regression,30d75030,56.978033408690834,56.06645040259595,5009,3
Linear Regression,310c71a5,9.470132298940188,8.299292086030858,6988,4
Linear Regression,32fe84c9,56.41751766556276,51.61713607347535,8163,5
Linear Regression,33c40295,141.03248587670848,140.71155272233634,5989,2
Linear Regression,3407f5bf,19.867307219130605,17.162111421956705,5309,5
Linear Regression,3417285d,19.922132846397723,16.90827053031218,7458,1
Linear Regression,347242c8,258.634546560295,257.9739429339544,5437,3
Linear Regression,353e5502,51.43247303999894,50.22628491866592,7901,3
Linear Regression,357c12f9,37.47269725843084,34.81016661527944,5770,1
Linear Regression,3584a6eb,43.96706864881562,43.14223641353428,6150,4
Linear Regression,35b30c7f,66.98329927515098,61.448069554962444,11270,3
Linear Regression,35b3ef6a,16.84216157802783,15.089776703844784,5736,4
Linear Regression,367456ce,89.39600533200851,87.83080275231985,7312,5
Linear Regression,368131f9,183.7451872421594,183.18285109433745,6568,1
Linear Regression,368fe682,7.69572011180096,6.362204515329508,6416,5
Linear Regression,3690a146,31.93874701867446,29.450359620389957,5761,4
Linear Regression,37344c2a,23.537035403921823,16.646480704782217,6943,3
Linear Regression,373ef48b,35.16884056854503,34.451984418605775,4992,5
Linear Regression,374be387,92.23214973065144,90.24627707701244,11802,2
Linear Regression,37d36812,69.27516711614874,68.73678850538649,6017,5
Linear Regression,38991fd4,69.42493293545294,68.95481145657972,6545,5
Linear Regression,389ae58f,30.037547089096662,21.619869219011758,8201,4
Linear Regression,3932faa6,88.02979975117535,86.97019763660863,7388,4
Linear Regression,398dce4b,64.37284529056707,63.80700579018051,5005,2
Linear Regression,39b51819,19.841499755625417,18.316590107484608,6382,5
Linear Regression,3a0af893,86.00333794132993,82.23376310026275,4580,1
Linear Regression,3a223519,21.622525428374857,20.501128843102045,6581,2
Linear Regression,3a7dd95d,206.83270254005373,206.2995559753938,4320,4
Linear Regression,3a824aa7,121.21181671920917,120.97626478038028,5678,5
Linear Regression,3a86fe8d,16.32513243352884,14.930969735212813,6572,2
Linear Regression,3aaa2b30,86.20110703254427,84.70069044587348,6396,4
Linear Regression,3ac16ad0,53.29183966650706,51.737314511147254,7412,1
Linear Regression,3b21ea64,26.87072152134429,22.373239885152206,9103,1
Linear Regression,3bbe1f5d,13.977715849936624,9.939225649917521,8184,3
Linear Regression,3bfee975,87.32141113435752,85.96922737074941,5088,5
Linear Regression,3c3dbcbc,162.91235726791922,160.25927693947642,6911,5
Linear Regression,3d96d897,41.17112577773787,40.638966954643884,7147,2
Linear Regression,3df4b19e,99.7390894896104,99.54892067209231,6658,4
Linear Regression,3e011332,78.48972143186691,78.06656950410472,4842,4
Linear Regression,3e678ea7,35.803746853808136,25.274906605739737,8737,4
Linear Regression,3ef6372a,212.47524359461656,212.3214719488659,6666,3
Linear Regression,3ef98781,249.72702467582985,249.58482651209437,5343,3
Linear Regression,3f603129,93.02046810193937,92.3576345605292,6599,1
Linear Regression,404c4384,33.02021850714891,30.172314717718965,2612,4
Linear Regression,4121c517,149.31065813715165,149.17530448486588,5471,2
Linear Regression,41fb0192,49.908233175720504,45.5771638303596,4381,2
Linear Regression,42669188,59.41068723955102,58.618097397963375,6080,4
Linear Regression,42c538a1,113.01070437683298,109.80774924325264,4762,1
Linear Regression,43b06c70,88.76730970005144,87.43877473205694,6590,1
Linear Regression,43c7f85a,64.36841459889015,63.561267553959205,7484,4
Linear Regression,43e16325,89.04481795453226,84.09637179823706,5845,5
Linear Regression,44441e54,31.627769701677934,28.451297088723802,5568,4
Linear Regression,445af6c2,17.67393230031625,12.707380694010782,7998,5
Linear Regression,4463446c,202.05109584156642,201.01916634465735,4729,4
Linear Regression,44a94013,43.416635153217555,42.60973331719178,6492,2
Linear Regression,45fb3e21,173.30809420170038,173.14969143158436,5626,1
Linear Regression,460f859e,47.18178940878264,45.925571615205236,4982,3
Linear Regression,4630ab92,72.80430651875736,72.27039216175092,5307,5
Linear Regression,463c38f2,57.36736136711849,55.776362186770065,6048,3
Linear Regression,4654e7de,57.65026092242406,57.421459609878795,7010,5
Linear Regression,466fc788,49.56734100557905,48.57078280149334,7767,2
Linear Regression,46a301e9,58.57324471090949,55.92609195025624,9962,2
Linear Regression,46a7190b,112.99157339861172,106.8760504073434,5646,5
Linear Regression,46d24a09,38.307155514337026,33.212490982963764,6123,5
Linear Regression,46d41ff6,38.31059985572323,36.24351794263786,9226,5
Linear Regression,46dfcfca,112.62881228085742,107.38184834845173,4921,1
Linear Regression,47222616,20.989456663244436,18.8468259338206,5835,3
Linear Regression,47ee27ab,166.90846888429562,166.64839697076948,8274,3
Linear Regression,481de5fc,120.4113039026068,119.85695440728836,7694,2
Linear Regression,48c1f673,20.768230050637317,17.677267030144446,4666,4
Linear Regression,4936af16,66.9490714492793,66.40033783819204,5559,2
Linear Regression,493b5b31,48.34061000187579,44.61568732538341,6884,4
Linear Regression,49dbc14c,15.474440126813157,14.474049258906465,5198,2
Linear Regression,4a035ec2,70.64291830937869,67.7271648840004,4522,3
Linear Regression,4a335117,30.116422991886445,21.93811205184848,6727,3
Linear Regression,4a8ecc0b,84.76303104263597,84.36314716614076,7374,2
Linear Regression,4b462989,13.095712793697226,9.849179150904245,4738,2
Linear Regression,4b831d20,42.386116083891686,34.91254982965487,9433,1
Linear Regression,4c2208f5,29.46967219227771,23.535271200698702,7248,1
Linear Regression,4c3168cf,230.7491413645829,230.4912005284227,5959,5
Linear Regression,4c3df468,25.36108505366431,19.58227819960504,6903,3
Linear Regression,4caa7289,28.402414783569277,27.800869432353817,6854,1
Linear Regression,4cd1ac61,122.11852941379973,120.19504636846115,6709,1
Linear Regression,4cecf7b3,80.1508582974041,79.81934180031435,7676,5
Linear Regression,4ddde4c1,122.24126857406763,121.82081604346375,6417,4
Linear Regression,4e050c92,38.6658214970128,36.185462631521226,5236,4
Linear Regression,4ed93db6,96.02618592198087,95.46152880327034,6496,4
Linear Regression,4f3eb9e9,133.90026261304618,133.80103306690617,5911,2
Linear Regression,4f4ac5ce,50.17910684810383,49.83299724831188,6899,5
Linear Regression,4f4afcc6,10.31608957514096,8.738470445486866,7184,1
Linear Regression,4f69febf,106.62851266609705,105.28933866894461,7599,4
Linear Regression,4fbe9c06,19.170646271852217,16.962205101548097,7938,1
Linear Regression,504c8b08,87.75487802354841,86.18919208974756,8012,2
Linear Regression,511e1db0,162.83899852550067,160.4393049085699,5645,2
Linear Regression,512943b2,99.20622455291046,98.99400690307571,6681,2
Linear Regression,5138a660,94.61672400780691,93.41479334237559,4829,3
Linear Regression,516088b7,193.2574087540148,193.0057413647086,8300,1
Linear Regression,521a7819,22.461565341903306,21.580585868428965,7224,4
Linear Regression,5254b6db,74.73090143974684,70.47756460692874,5115,3
Linear Regression,529e88ca,28.690377717717617,20.32011656195925,5253,2
Linear Regression,52f1e77a,39.631789355986946,35.101517021898836,6053,5
Linear Regression,5305524b,8.42193972093293,6.950633592828788,6457,1
Linear Regression,53134831,153.45881901600174,151.61391481983574,7214,5
Linear Regression,5397ceb1,226.42092980115248,226.28725710222432,6811,2
Linear Regression,53f23031,100.52095296206758,99.82782141589914,10200,1
Linear Regression,543198e8,115.05493414678479,113.64816170118051,8311,5
Linear Regression,54753541,91.85206816169634,90.8942495912263,5679,3
Linear Regression,54a7e3c2,39.576348001099426,38.6552057604389,7893,1
Linear Regression,5542c301,29.775180425777744,28.3105559821965,5433,1
Linear Regression,5567d551,6.203941179393751,5.18240630896866,8390,5
Linear Regression,55efee7f,84.57917537489838,83.3310522800876,6577,4
Linear Regression,5663b2b7,135.44692060002242,134.7674334022447,6907,3
Linear Regression,5693dde2,171.0732511941683,170.581958695394,4846,1
Linear Regression,56b00794,12.98873737086307,10.182331787457592,7293,1
Linear Regression,57796579,82.40264522479912,80.78241647212754,7622,5
Linear Regression,577eec7c,39.66131761123069,37.564250074086196,6085,2
Linear Regression,57f05c51,40.26189463831199,27.81707903040381,6478,3
Linear Regression,58850d2c,84.1177325606272,81.21790514578034,6918,2
Linear Regression,58fa8486,81.18614213011759,79.60788570490534,6126,4
Linear Regression,591cc951,82.34656318091145,81.43245699739352,6669,4
Linear Regression,593876b6,146.2839780332472,146.1592642374845,6366,4
Linear Regression,59f8b2e8,53.47197094175536,49.11918620387834,5668,1
Linear Regression,5a1a8fd8,257.8818394232876,257.4319724473775,6814,1
Linear Regression,5a5269a9,92.27067614343136,90.44957008367469,8053,2
Linear Regression,5a5d1982,29.116748302827638,27.32969003482112,5446,1
Linear Regression,5a63b5d1,108.53971157290401,104.26997595574784,8052,5
Linear Regression,5aa03df7,34.999819340363054,34.11421786976578,6752,4
Linear Regression,5aa403d0,12.36326706028845,10.000720224941658,4702,4
Linear Regression,5aef5c6c,134.1897450622193,133.89493540687923,4853,2
Linear Regression,5b7b6324,160.83106455404888,159.4770161534585,8197,1
Linear Regression,5bd25f59,27.694546992564735,20.57626697018611,6120,1
Linear Regression,5beded95,108.8882598750333,108.46106379149074,4779,1
Linear Regression,5cb483ac,64.33643107723383,63.245143455727664,5206,4
Linear Regression,5cdd8dbc,126.15630523620409,124.53610364736427,5751,1
Linear Regression,5d11dfb5,25.810851880301428,24.08933329193566,7643,3
Linear Regression,5d7198fd,26.571416600412988,25.340537394669987,4797,4
Linear Regression,5def1ce5,34.52916209191837,33.268657064899024,7997,1
Linear Regression,5eae34a8,187.08957246911612,186.63338533832584,6652,1
Linear Regression,5f4d2a52,163.8433704704278,163.45146875778002,7112,5
Linear Regression,5f6756c5,136.37826180268027,135.64946665366665,8064,4
Linear Regression,5f75f796,29.028102610046513,16.959438669889693,7324,2
Linear Regression,5fb1c15f,33.567522407091616,32.591625737335214,4857,3
Linear Regression,5fffa282,84.69549824796903,84.32974182130111,6223,2
Linear Regression,60e37807,105.38532689527645,104.82371000641265,4641,2
Linear Regression,61f27424,29.230113618098358,26.65348867771399,8341,3
Linear Regression,62569ae3,18.766979617719056,17.86967226840672,5242,1
Linear Regression,62a6f539,66.19403049741952,65.07750487469907,5253,5
Linear Regression,633774dc,53.410578456385764,52.97706962542843,7972,2
Linear Regression,63559d57,310.06614798968246,309.7353678026461,5810,3
Linear Regression,647f2a41,180.35264439851045,180.21560937742473,5836,2
Linear Regression,65156b96,93.80328376581102,89.91380586622768,5046,2
Linear Regression,653612bc,34.111284503095895,26.597311107711125,5946,3
Linear Regression,656a067b,165.69503969270434,165.56696450232528,4896,2
Linear Regression,65a5466a,104.61220839364448,103.93184182441883,6117,2
Linear Regression,660d9546,19.138745707543723,15.17932978206809,6140,2
Linear Regression,6767c111,40.946063176930565,36.123002201712666,8354,2
Linear Regression,67847288,20.151912994798145,12.0542631730498,9174,4
Linear Regression,67a8da4a,174.27847361277847,173.11229026645265,6645,5
Linear Regression,684a6fc1,55.81061753586994,53.68260412025836,11449,5
Linear Regression,698930d1,171.54393063608717,171.43748284939107,6498,2
Linear Regression,699ea575,72.01237837611673,71.23875301590094,5474,4
Linear Regression,69c1bdad,206.19420680650185,206.08588821463317,4645,2
Linear Regression,69e41fa6,34.51642529771744,31.716989365037808,7167,3
Linear Regression,6a0ff78e,6.769313181897546,4.648184693149627,7890,2
Linear Regression,6a8fa194,299.5901044350929,298.69228729966335,4657,5
Linear Regression,6ae68655,230.49301223086138,229.12252268608714,5948,5
Linear Regression,6d1d74e1,26.475968478136785,20.974862443508083,7316,1
Linear Regression,6d590e26,120.88087120974808,120.79654090323368,7842,2
Linear Regression,6d6d93af,75.14968500515032,72.21737494213548,5305,3
Linear Regression,6dbe4b60,107.93396103587064,107.72023974767889,6673,2
Linear Regression,6e6d122c,25.779064891215377,25.305087798957675,7083,3
Linear Regression,6e9ccd38,46.77526880394589,43.79661551039786,9619,5
Linear Regression,6ea22614,24.405034539312936,21.61809792061691,7894,1
Linear Regression,6ede926a,15.825009010937762,14.993828181365355,6621,2
Linear Regression,708caea9,38.15001992101207,33.65652847669228,8482,4
Linear Regression,70925e23,111.40690818806493,108.5249777017705,8072,3
Linear Regression,70e1788b,24.256397324383002,22.255327453647563,11338,4
Linear Regression,71642c7d,21.776679682722744,19.62404273632388,6657,5
Linear Regression,71ccf778,237.08979508457955,236.60481527766945,4623,5
Linear Regression,7224331b,77.30224254182511,74.05249539883853,7566,5
Linear Regression,722cf0d8,21.695011582341856,15.365547231738228,7275,3
Linear Regression,7256229b,85.24121230850835,84.00312257816827,6972,2
Linear Regression,726f3dc2,202.3130879890881,202.23042692768442,8619,5
Linear Regression,7271dd80,17.906571676546942,13.022134307074225,5765,2
Linear Regression,727a3a10,74.59285968239557,70.25730092172165,6342,3
Linear Regression,729665c0,171.84647346792562,171.65076646978505,5775,5
Linear Regression,729e9750,19.893071361555997,17.70635796473889,7427,1
Linear Regression,729f4217,10.07323220539643,8.356331763263173,7592,1
Linear Regression,72dd8501,156.622430411414,156.32787618564168,6928,3
Linear Regression,73348914,51.39557951264668,47.925658012443,5686,2
Linear Regression,739a914f,145.36852101198596,144.59947472662589,7319,2
Linear Regression,73b1447d,20.395174088835716,16.417668405542987,7522,1
Linear Regression,74b6186b,55.35734788857537,54.5552698234104,5148,3
Linear Regression,75c20ec7,29.657107602438934,27.903417536106645,7205,3
Linear Regression,75cd5f11,7.383717099606123,4.607015316188405,6410,1
Linear Regression,75d20a82,128.10571192851205,127.60043795195521,7002,2
Linear Regression,76201745,86.98595913829601,84.10997383336615,5858,4
Linear Regression,764072a5,18.26016487572003,17.01781308527634,4594,1
Linear Regression,77b0d905,60.28726545210719,59.80537019621153,5923,5
Linear Regression,77e4821c,62.68759236356465,61.91896118017938,6540,4
Linear Regression,7850c72e,46.47492645028779,34.65425166542973,7712,5
Linear Regression,78a4a386,140.01568322184534,139.8382249810979,6246,1
Linear Regression,79507629,130.0527544171247,128.577004661892,7320,1
Linear Regression,796dbd4c,27.745432059033906,25.282108176244247,8069,3
Linear Regression,7987f2f2,315.76140843730946,315.3655407377196,5714,2
Linear Regression,7993a768,108.99983652998785,108.26062228642823,7047,4
Linear Regression,7a5660b0,19.80454303517919,16.341856990068962,6936,4
Linear Regression,7acda2df,61.23028703219424,60.68668227008628,4552,4
Linear Regression,7b2c7b3c,92.4101754168272,92.21602327277685,4231,1
Linear Regression,7b38844c,93.77877938911945,92.77724510203493,5197,3
Linear Regression,7bb17b96,87.84054249902432,87.36771366854306,5295,1
Linear Regression,7c607683,11.530518230432637,7.883538438495443,7001,3
Linear Regression,7cbbd047,134.86688566605028,134.2716021676711,6790,4
Linear Regression,7cd4bb31,10.87434460471973,9.403812845017097,7959,4
Linear Regression,7d50373e,64.98323839485911,64.12072482626107,6494,1
Linear Regression,7d57c75d,76.18389469735658,74.17895057803915,6147,5
Linear Regression,7e208414,131.45803424704258,130.76901639210035,5732,3
Linear Regression,7e721392,144.30666586543268,141.29271358865805,8301,4
Linear Regression,7ff89f8f,35.9329230981136,32.91660530770182,9539,3
Linear Regression,8050c789,35.94589231524523,32.56784242770452,4940,4
Linear Regression,807f0298,31.692259127823625,23.21337877396647,5499,5
Linear Regression,811f52b3,7.75778110764598,6.032003448584127,6674,1
Linear Regression,81bf5923,45.098494395929656,37.734864393807875,6386,2
Linear Regression,81fc01c6,12.680176886890198,11.061239802525561,7655,2
Linear Regression,8255c867,80.79912224006415,79.7041124762616,5338,2
Linear Regression,82aab6d2,16.083863241099525,11.699908475706858,7889,4
Linear Regression,82fcf37c,42.459008815505214,38.534652577090725,7397,2
Linear Regression,833af382,113.11225447799252,111.2419642024009,5377,5
Linear Regression,8382f4b6,157.5045427434932,156.97287546650625,6680,5
Linear Regression,84633df4,17.33259853701565,14.08111410619753,6719,1
Linear Regression,8478df29,23.692563492079508,21.63471701086027,6698,4
Linear Regression,84815d5a,82.20938170370752,80.8541538320082,5286,5
Linear Regression,84c3b497,80.29295961101072,79.78846673324071,6887,4
Linear Regression,85380836,17.932294410628245,14.145980949933563,8175,3
Linear Regression,8612b37f,130.30543263144716,129.73366088679305,6807,3
Linear Regression,861e71df,111.38917532456402,111.04497764900202,6284,1
Linear Regression,86454a6f,92.62198433242772,90.0382075460016,9100,5
Linear Regression,8648abae,55.032287007772226,54.191113373958125,6086,3
Linear Regression,865033f8,54.10815833387632,53.31385160538305,5303,4
Linear Regression,87695469,211.33521454656875,210.62125862469236,8654,1
Linear Regression,877ed19c,317.96947384639265,317.32962940289747,5631,4
Linear Regression,87aa3730,26.662180451701044,23.81976726231944,7293,5
Linear Regression,884ecb5f,10.540679091008025,6.244517240516996,8054,1
Linear Regression,8902c3f6,116.86309297129381,116.2101686276046,6533,2
Linear Regression,896d15b9,127.55640467351884,109.98526241674162,5698,1
Linear Regression,8995c945,56.2445156567451,48.92951636677921,8198,5
Linear Regression,89969c7a,81.26601385610711,80.83601468468639,6317,2
Linear Regression,89f1085d,100.48720872897812,93.03728176962896,7497,3
Linear Regression,89f36adf,152.89859594063734,150.57611265932866,7041,2
Linear Regression,89fdb2f2,39.54185950366042,36.817977636721004,3570,3
Linear Regression,8a3da6d1,192.50768581339787,192.19113070924965,6334,1
Linear Regression,8a89da23,7.808989540339127,6.1596014250837685,5575,1
Linear Regression,8a9c8932,29.26111767161164,28.822146684441623,6344,3
Linear Regression,8ac2f237,152.42637004697087,151.4299329310967,6775,2
Linear Regression,8b12bab6,159.93075491942804,159.7164840469922,6980,1
Linear Regression,8b5be31b,75.20346614460486,74.4082663148563,7439,2
Linear Regression,8b95d6d1,129.22988938575858,128.5948763683463,2783,5
Linear Regression,8b9d8326,65.74203003661549,63.58760544187879,7832,5
Linear Regression,8bb9c1e6,8.948641172498268,7.973506922263552,6382,1
Linear Regression,8bda1a11,45.521196815479854,44.79616307765242,7438,3
Linear Regression,8bfa881d,88.45347115758408,87.94422385087654,5843,1
