well_id,n_typewell_rows,n_horizontal_rows,n_known_rows,n_prediction_rows,prediction_fraction,prediction_md_start,prediction_md_end,prediction_md_horizon,known_tvt_min,known_tvt_max,known_tvt_range,last_known_tvt,prediction_tvt_min,prediction_tvt_max,prediction_tvt_range,prediction_tvt_std,prediction_tvt_change,prediction_gr_mean,prediction_gr_std,prediction_gr_range,prediction_gr_missing_fraction,typewell_tvt_min,typewell_tvt_max,typewell_tvt_range,typewell_gr_mean,typewell_gr_std,gr_mean_difference,formation_marker_count,formation_marker_coverage,Bias_Formation_Marker_Baseline,Bias_Last_Known_TVT,Bias_Linear_Extrapolation_10,Bias_Linear_Extrapolation_100,Bias_Linear_Extrapolation_50,Bias_Z_to_TVT_Linear_Model,MAE_Formation_Marker_Baseline,MAE_Last_Known_TVT,MAE_Linear_Extrapolation_10,MAE_Linear_Extrapolation_100,MAE_Linear_Extrapolation_50,MAE_Z_to_TVT_Linear_Model,RMSE_Formation_Marker_Baseline,RMSE_Last_Known_TVT,RMSE_Linear_Extrapolation_10,RMSE_Linear_Extrapolation_100,RMSE_Linear_Extrapolation_50,RMSE_Z_to_TVT_Linear_Model,best_baseline_rmse,best_baseline_model,difficulty_group
481de5fc_,1874,7694,1742,5952,0.7735898102417468,13308.0,19259.0,5951.0,11278.79,12073.69,794.8999999999996,12071.51,12049.73,12074.04,24.31000000000131,6.3559497089985735,-21.780000000000655,79.41871116100313,16.686011587000966,124.06763167056452,0.37163978494623656,11266.45,12202.95,936.5,93.00691035218784,35.031267528463694,13.588199191184714,35712,1.0,633.4088225993241,12.092641129032321,12.09264112857073,-8.406540269106744,4.385900192673874,-101.47998892878901,633.4088225993241,12.261061827957043,12.26106182751027,11.437656033304442,7.162787166808311,101.47998892878901,746.3630835254228,13.661013098019078,13.661013097593216,15.170180931144827,8.458237321137807,117.04601493514207,8.458237321137807,RMSE_Linear_Extrapolation_50,Moderate
48c1f673_,1989,4666,1749,2917,0.6251607372481783,11770.0,14686.0,2916.0,9975.04,10854.48,879.4399999999987,10854.43,10853.27,10881.91,28.639999999999418,9.178875432136206,9.729999999999563,71.58686229234047,10.15378026887742,50.20681817502156,0.03599588618443606,9962.6,10956.570000000002,993.9700000000012,73.64086475615888,28.657321413205885,2.0540024638184065,17502,1.0,1147.3759794276352,-16.040349674322798,-21.080531492978036,-10.225011180497516,-16.372434188108908,-128.1920093354358,1147.3759794276352,16.27227973945825,21.14856976392053,10.7585841993121,16.590749472481967,128.1920093354358,1264.0333379110693,18.480143096264484,23.938358843468762,12.59107444613623,18.83311619119397,139.4503972601403,12.59107444613623,RMSE_Linear_Extrapolation_100,Moderate
4936af16_,1480,5559,1568,3991,0.717934880374168,11978.0,15968.0,3990.0,10294.1,10871.0,576.8999999999996,10868.75,10855.46,10873.35,17.890000000001237,4.759212274934451,2.430000000000291,88.75879119522921,12.621469196786746,78.09666242430829,0.5590077674768229,10281.83,11021.27,739.4400000000005,81.02745270270269,34.59996912356106,7.731338492526518,23946,1.0,884.1840755507467,1.907870207967791,46.303748995877825,54.742163877305295,42.57643011187225,71.96543521852247,884.1840755507467,3.982357805061394,46.30430515632974,54.742163877305295,42.58026792125315,71.96543521852247,1003.5253498287096,5.12683088404085,54.572597857371846,64.29319429187443,50.2817185886675,80.75440720338183,5.12683088404085,RMSE_Last_Known_TVT,Easy
493b5b31_,2633,6884,2213,4671,0.6785299244625218,13844.0,18514.0,4670.0,11672.990000000002,12702.37,1029.3799999999992,12688.25,12671.320000000002,12720.46,49.1399999999976,15.847389924731104,26.579999999999927,50.49100665804161,24.664862631801846,189.73118555844738,0.047099122243630914,11660.88,12976.83,1315.9500000000007,104.45879605013293,30.500485334742088,53.96778939209132,28026,1.0,-712.6180174798774,-13.483857846285717,-191.44458511879623,-166.6615384943373,-194.30988809849305,42.007122861420285,712.6180174798774,18.939546135731156,191.4445943829211,166.6914403477211,194.3098915843318,42.01556111272354,821.9290347390736,20.806259253075513,224.71292028245725,196.1198263279099,228.0190855707903,49.42115814809081,20.806259253075513,RMSE_Last_Known_TVT,Difficult
49dbc14c_,1272,5198,1326,3872,0.7449018853405156,11832.0,15703.0,3871.0,10727.95,11199.1,471.14999999999964,11199.1,11190.98,11208.09,17.110000000000582,3.734869118600742,-6.229999999999563,117.99392388142189,16.737076432325082,105.15610997744355,0.6738119834710744,10715.78,11350.94,635.1599999999999,110.77823899371067,32.27927492460172,7.21568488771122,23232,1.0,361.4074640709575,4.000211776859731,15.149757231721978,14.966507276433545,14.575873001363828,63.48296955757336,361.4074640709575,4.961157024793553,15.817297771409422,15.638102374227875,15.256151534842969,63.48296955757336,408.6606415396028,5.472416193779096,17.92785391879944,17.718310261024826,17.271791803370153,71.229019596249,5.472416193779096,RMSE_Last_Known_TVT,Easy
4a035ec2_,1933,4522,1934,2588,0.572313135780628,13653.0,16240.0,2587.0,11795.22,12615.11,819.8900000000012,12610.1,12581.25,12610.09,28.840000000000146,10.379614458034652,-28.850000000000364,75.0723686583281,7.785986999162666,50.33092714206204,0.08693972179289026,11782.95,12748.95,966.0,84.88235385411278,25.035742736816083,9.809985195784677,15528,1.0,571.0602957370927,15.167812982998688,4.1841766192790555,2.714979319634228,2.8848261883119997,73.36650729463723,571.0602957370927,15.167812982998688,5.5658578051910474,4.451321997950858,4.578258865857205,73.36650729463723,647.4398206645551,18.37817503927824,6.4009237975004565,5.065827451845162,5.20943719180937,80.00558319298797,5.065827451845162,RMSE_Linear_Extrapolation_100,Easy
4a335117_,2440,6727,1712,5015,0.7455031960755166,11908.0,16922.0,5014.0,10144.21,11189.89,1045.6800000000003,11189.89,11189.95,11237.240000000002,47.29000000000087,10.95210235513914,46.6200000000008,115.51847403115079,19.856674804690634,166.076318664265,0.2875373878364905,10131.89,11350.94,1219.050000000001,130.14710655737704,32.836212575801184,14.628632526226255,30090,1.0,-448.54775123111375,-22.49027118644141,131.1817288137481,130.42233079377783,131.65809279912204,152.33420325777888,448.54775123111375,22.49027118644141,131.18173359939118,130.42234062250944,131.65809601348855,152.33420325777888,465.9043589778079,25.01473417971471,159.0862840667127,158.21396408849014,159.6335082885062,164.04600515342491,25.01473417971471,RMSE_Last_Known_TVT,Difficult
4a8ecc0b_,2096,7374,1565,5809,0.7877678329264985,12802.0,18610.0,5808.0,11016.75,11869.86,853.1100000000006,11866.88,11849.79,11889.01,39.219999999999345,10.552735300285741,4.940000000002328,111.1116331771658,17.178343637826593,118.63400250553372,0.01996901359958685,11004.4,12051.84,1047.4400000000005,97.83876431297709,31.107000253529183,13.272868864188709,34854,1.0,899.5794217992313,-3.790218626270524,-214.358703474283,-75.2281169161523,-193.9941345925902,-91.93978361200173,899.5794217992313,9.65338612497878,214.358703474283,75.23655226934503,193.99415519596326,91.93978361200173,1044.039702985133,11.211904800768597,249.30562264378264,88.98422308574021,225.81041712341045,106.0740466386597,11.211904800768597,RMSE_Last_Known_TVT,Moderate
4b462989_,1746,4738,1632,3106,0.6555508653440271,11984.0,15089.0,3105.0,10285.43,10976.77,691.3400000000001,10976.77,10964.39,10982.94,18.55000000000109,5.5310631978611235,-4.520000000000437,75.66172927065763,7.870201903744083,56.08859430001367,0.3966516419832582,10272.91,11145.28,872.3700000000008,76.8351030927835,25.78381842823289,1.1733738221258676,18636,1.0,823.5029345189752,3.611584030908221,62.927038576588764,74.4236843309287,72.99727214613283,-116.97545361153476,823.5029345189752,5.420083708950559,62.927038576588764,74.4236843309287,72.99727214613283,116.97545361153476,914.5455775185228,6.605024585467642,70.51693182526164,83.74534700145387,82.1032690820743,128.4732956871936,6.605024585467642,RMSE_Last_Known_TVT,Moderate
4b831d20_,2762,9433,2121,7312,0.7751510654086717,13773.0,21084.0,7311.0,11380.6,12565.66,1185.0599999999995,12550.17,12519.11,12550.13,31.019999999998618,9.64941623694234,-29.23999999999978,84.83005906797173,13.862093586235043,74.1524661718531,0.038840262582056896,11368.45,12748.95,1380.5,87.01119116582187,21.75268243485334,2.1811320978501385,43872,1.0,802.5659982962828,13.265391137855495,-101.96976037718032,-100.54599629084588,-101.25987608893357,-167.02528017692492,802.5659982962828,13.265391137855495,102.4141817517598,101.01784547566122,101.71787621857162,167.02528017692492,927.8656849239702,16.40332593479727,119.1519885012226,117.51200343506648,118.33428330772826,191.531959151238,16.40332593479727,RMSE_Last_Known_TVT,Difficult
4c2208f5_,2171,7248,1864,5384,0.7428256070640177,13937.0,19320.0,5383.0,11914.89,12678.2,763.3100000000013,12672.98,12673.0,12722.77,49.77000000000044,12.04980899580664,32.02000000000044,65.02686383421151,13.611439816950245,65.70376254311064,0.037704309063893014,11902.45,12987.45,1085.0,90.89391524643021,28.5451269854891,25.8670514122187,26920,0.8333333333333334,1307.9924161678327,-35.38692421991142,28.580348508230575,37.13737686016127,30.813020557928862,-77.11547236975254,1307.9924161678327,35.38692421991142,33.835126998704816,40.418357623029806,35.509137761202005,77.11547236975254,1366.5999844807764,37.38188510729996,44.54355203249048,53.75867295852812,46.92183576724304,80.1854686513702,37.38188510729996,RMSE_Last_Known_TVT,Difficult
4c3168cf_,1719,5959,1625,4334,0.7273032387984562,12802.0,17135.0,4333.0,11335.04,12002.04,667.0,11997.88,11994.68,12010.69,16.01000000000022,3.0035787328776355,7.1600000000016735,94.01305416626457,15.687962086658592,119.1056704893357,0.23534840793724043,11322.95,12181.95,859.0,76.83637579988364,23.046246941563417,17.176678366380926,26004,1.0,745.7550747230505,-3.2137148131066073,-49.71644208633863,-76.47846638829216,-65.46910256818326,-89.02912173841798,745.7550747230505,3.695394554684543,49.71644208633863,76.47846638829216,65.46910256818326,89.02912173841798,834.3504936684824,4.398564145674671,56.17002005071917,87.0266788599565,74.32846977204937,97.66192441700098,4.398564145674671,RMSE_Last_Known_TVT,Easy
4c3df468_,1314,6903,1511,5392,0.7811096624655947,12044.0,17435.0,5391.0,10466.61,10950.44,483.8299999999999,10942.490000000002,10942.51,10978.56,36.04999999999927,8.808377488013502,14.179999999998472,110.85066979688679,18.271899961374512,100.73676759023458,0.5070474777448071,10454.13,11110.62,656.4900000000016,100.66302130898023,30.61805473299124,10.187648487906557,32352,1.0,862.8860386790276,-18.76659866468697,25.84821951744926,32.26674708989853,30.89043614934108,134.16337394834656,862.8860386790276,18.76659866468697,26.72068566255259,32.8548386065719,31.516738260686896,134.16337394834656,995.5114420122393,20.730613836474724,37.6581587035346,44.68819897803326,43.170026884942175,152.8443838155451,20.730613836474724,RMSE_Last_Known_TVT,Difficult
4caa7289_,1374,6854,1458,5396,0.787277502188503,12179.0,17574.0,5395.0,10692.01,11200.7,508.6900000000005,11191.1,11186.09,11208.25,22.159999999999854,6.721242193942675,15.420000000000073,82.80979929970992,14.996985392795343,69.45796371994282,0.6123054114158636,10679.95,11366.45,686.5,71.9839883551674,23.989850001425722,10.825810944542525,32376,1.0,641.5446692435473,-6.966551148999061,-107.54700569512323,-97.74172702658268,-109.16098140119608,-112.9413582214296,641.5446692435473,7.443967753891618,107.54700569512323,97.74176361600885,109.16098140119608,112.9413582214296,710.1848822601177,9.679853283039389,125.1819952149987,113.86543202499855,127.04481913109909,123.6975183628549,9.679853283039389,RMSE_Last_Known_TVT,Moderate
4cd1ac61_,2357,6709,2220,4489,0.6691012073334327,13225.0,17713.0,4488.0,10886.34,11859.88,973.539999999999,11859.88,11859.92,11876.44,16.520000000000437,2.540621183788332,16.230000000001382,119.16736649083023,26.372974932865556,185.6157815224835,0.11940298507462686,10873.9,12051.84,1177.9400000000005,99.38027577428934,29.71517771364993,19.787090716540888,26934,1.0,1119.470823704878,-14.524092225440919,58.54045322838988,56.330882872082434,51.08704342885637,-143.54270619627968,1119.470823704878,14.524092225440919,58.86049097724219,56.687429257716715,51.53774814768704,143.54270619627968,1310.1610568765243,14.744577751415134,71.27905097302067,68.73796756643374,62.710672909417774,161.1968782562643,14.744577751415134,RMSE_Last_Known_TVT,Difficult
4cecf7b3_,2662,7676,1657,6019,0.7841323606044815,13369.0,19387.0,6018.0,11504.09,12068.56,564.4699999999993,12052.16,12034.43,12064.67,30.23999999999978,8.374533350511006,-17.729999999999563,83.83048218661955,13.733207928366866,75.51827941745975,0.48297059312178103,11491.7,12156.95,665.25,72.29665289256198,27.91610862451177,11.533829294057568,36114,1.0,1051.105307458052,2.6952832696458406,62.89528326936073,78.28592893419467,64.35077906801105,-102.55177696305677,1051.105307458052,7.490684499086172,62.99249543085142,78.30177672731432,64.4378531123286,102.55177696305677,1209.9918380490021,8.796914734080126,73.11754605420539,90.79781429820288,74.7877335579247,117.08595872469152,8.796914734080126,RMSE_Last_Known_TVT,Moderate
4ddde4c1_,2185,6417,1945,4472,0.6968988623967586,12110.0,16581.0,4471.0,10042.84,10960.240000000002,917.4000000000015,10958.48,10948.98,10967.34,18.360000000000582,3.5078041732434877,8.860000000000582,107.7656190906984,11.019808127743257,53.46734134979617,0.07535778175313058,10030.45,11122.45,1092.0,135.77227917620138,49.82061248622512,28.006660085502986,26832,1.0,963.9418464602152,2.952828711985101,-27.815989469347418,-28.066413052181538,-27.512972968660673,-109.09499886933538,963.9418464602152,3.8113841681570455,27.81601155966021,28.06643127237565,27.513000364091116,109.09499886933538,1084.6574678389595,4.584881244279585,34.2837592825066,34.570614846058305,33.93671153485018,120.40347047669202,4.584881244279585,RMSE_Last_Known_TVT,Easy
4e050c92_,2659,5236,1531,3705,0.7076012223071046,13113.0,16817.0,3704.0,11504.78,12049.0,544.2199999999993,12048.33,12031.3,12051.3,20.0,5.358206427207395,-10.450000000000728,92.14745674866218,10.687367338609697,75.4096703418759,0.19406207827260458,11492.45,12156.95,664.5,72.25996239187664,27.910448996818424,19.88749435678554,22230,1.0,494.1512898364627,4.123616734142836,-9.577352962815558,-8.513921099589375,-10.029477143472498,62.70110871175891,494.1512898364627,4.699427800269788,9.577362057814126,8.513983425951565,10.029482625308953,62.70110871175891,570.2707004529072,6.760683545123174,10.83892110640269,9.695088426106677,11.330558113156519,71.14617705240524,6.760683545123174,RMSE_Last_Known_TVT,Moderate
4ed93db6_,2108,6496,1839,4657,0.7169027093596059,12549.0,17205.0,4656.0,10496.88,11384.63,887.75,11373.78,11360.05,11374.51,14.460000000000946,5.021469300449002,-11.680000000000291,100.56866696288625,11.270708635537783,103.37760061724478,0.037363109297831223,10484.44,11537.41,1052.9699999999993,94.33124762808349,33.195824782913746,6.237419334802766,27942,1.0,890.5921476948394,7.630581919691303,-65.62705444376091,-54.45162780126817,-64.28379359049447,-85.89256824035897,890.5921476948394,7.678866222890737,65.62706709334024,54.45294161570738,64.2838159507205,85.89256824035897,969.9078275144402,9.134304566059011,75.70871847572442,62.81075993444628,74.15830981879438,93.25214549589958,9.134304566059011,RMSE_Last_Known_TVT,Moderate
4f3eb9e9_,820,5911,1214,4697,0.7946201996278126,12573.0,17269.0,4696.0,11140.42,11357.320000000002,216.90000000000146,11349.63,11342.8,11404.12,61.32000000000153,23.792809121850834,43.8600000000024,93.9087440925101,12.4484203333158,100.01394184544938,0.049819033425590804,11128.21,11537.41,409.2000000000007,69.09779268292684,30.766289293713406,24.810951409583268,28182,1.0,341.0675662499261,-22.983434106877674,-142.42652501641615,-130.97301808527433,-139.3065908896092,-102.58985345697553,341.0675662499261,25.06252288694947,142.42652501641615,130.97311546202073,139.30659293224016,102.58985345697553,379.72606829823104,33.07892812639342,169.38290588622002,156.19013701341842,165.78869328791083,113.94911950588987,33.07892812639342,RMSE_Last_Known_TVT,Difficult
4f4ac5ce_,707,6899,1737,5162,0.7482243803449775,12309.0,17470.0,5161.0,10556.01,11198.17,642.1599999999999,11197.18,11185.95,11211.33,25.3799999999992,7.805868112421651,13.600000000000364,90.0854179810405,12.691140887420898,81.27951377023228,0.5984114684230918,10544.45,11250.45,706.0,98.62239038189533,22.861408327942186,8.536972400854836,30972,1.0,1223.7621588568582,-2.6744769469196576,-6.429386037216119,2.1206225130554706,-1.817902397165613,-93.33920916362216,1223.7621588568582,7.186414180550179,9.487376245577785,5.380624013869321,6.706970057986248,93.33920916362216,1386.1703781523242,8.250612102027123,11.531302765907734,6.313075158494889,7.650762810162523,104.58147273185878,6.313075158494889,RMSE_Linear_Extrapolation_100,Easy
4f4afcc6_,1523,7184,1539,5645,0.7857739420935412,12204.0,17848.0,5644.0,10617.93,11178.62,560.6900000000005,11177.65,11165.71,11198.09,32.38000000000102,8.321118320523281,-7.529999999998836,81.13634136788845,11.089814968630208,81.32854333511418,0.07263064658990256,10605.45,11366.45,761.0,74.68484569927774,24.855639741589673,6.451495668610704,33870,1.0,1406.8667423998197,0.2522497785646035,-18.738841128909346,1.6020045940586,-0.7793483006845541,102.2529609919367,1406.8667423998197,6.541695305580084,19.10394266689959,7.205241385204824,6.1282578183094625,102.2529609919367,1639.2638789888404,8.324204115356522,20.565628326908154,8.986702852277556,7.987638952134693,117.77277025652462,7.987638952134693,RMSE_Linear_Extrapolation_50,Moderate
4f69febf_,2590,7599,2139,5460,0.718515594157126,11967.0,17426.0,5459.0,9828.42,10957.58,1129.1599999999999,10941.33,10940.15,10963.63,23.479999999999563,5.9162361902440725,20.600000000000364,118.81849889659675,17.41862188476638,103.91358172212003,0.02857142857142857,9816.15,11110.62,1294.4700000000012,120.40618146718145,31.603956370974487,1.587682570584704,32760,1.0,1560.9168698446886,-13.72025457875479,-93.15298185145966,-108.02777588087481,-114.46750980090715,-84.04349336429638,1560.9168698446886,13.836166666666854,93.15298218445999,108.02777588087481,114.46750980090715,84.04349336429638,1792.404291856424,14.941245790403045,106.23266390429961,123.39830248928311,130.83058419332818,95.72782712431047,14.941245790403045,RMSE_Last_Known_TVT,Difficult
4fbe9c06_,1812,7938,1651,6287,0.7920131015369111,12090.0,18376.0,6286.0,10473.18,11208.65,735.4699999999993,11207.94,11188.72,11213.45,24.730000000001382,9.134441929441453,5.510000000000218,80.99186336611255,12.040779716241172,88.59179035738055,0.6146015587720693,10460.95,11366.45,905.5,81.7814293598234,28.06259341343515,0.7895659937108519,37722,1.0,2097.7757572971877,8.825023063464641,-13.087704210352664,-4.990465685375244,-8.973111870384423,115.12200047338143,2097.7757572971877,10.129518053125672,13.286226027772045,7.745618024237718,9.780742096859937,115.12200047338143,2383.2916835855817,12.700621635010842,19.42014211555488,12.175431609369339,15.458945141398111,130.27948562846677,12.175431609369339,RMSE_Linear_Extrapolation_100,Moderate
504c8b08_,1956,8012,1645,6367,0.794682975536695,12113.0,18479.0,6366.0,10386.37,11225.47,839.0999999999985,11211.9,11181.48,11211.87,30.390000000001237,6.079883394935464,-26.659999999998035,122.9556670498273,23.67143471931645,134.3279764802826,0.18595885032197268,10373.83,11350.94,977.1100000000006,124.46700920245398,33.28838731952093,1.511342152626682,38202,1.0,911.1447417771568,19.74191613004503,-69.41008387046668,-76.33674069561471,-70.02165649910482,-87.21760897523923,911.1447417771568,19.74191613004503,69.56687356733396,76.4116652658668,70.16997611531175,87.21760897523923,1043.7040842457766,20.6567768266876,84.00481820359026,91.97393058945663,84.70821355438801,99.17770057950811,20.6567768266876,RMSE_Last_Known_TVT,Difficult
511e1db0_,3428,5645,1824,3821,0.6768821966341896,11965.0,15785.0,3820.0,10488.73,11203.89,715.1599999999999,11183.18,11178.31,11189.070000000002,10.760000000002037,2.4284519368003354,3.640000000001237,99.90135535709707,16.44264871751308,114.1251867444702,0.05679141585972258,10476.19,11331.96,855.7699999999986,82.12755250875146,30.1640648268173,17.77380284834561,22926,1.0,415.09672033224274,-1.0530672598794453,8.444023649096984,-0.7001084840332107,14.110132740068698,96.23676883041286,415.1150901710952,2.3002329233184264,8.585145170514064,2.0512107602062697,14.234917956034298,96.23676883041286,487.717227861831,2.646655635093415,9.52299618505009,2.4108244496853173,15.973539148305628,108.92642150978293,2.4108244496853173,RMSE_Linear_Extrapolation_100,Easy
512943b2_,1887,6681,1652,5029,0.7527316270019458,12438.0,17466.0,5028.0,10607.19,11360.3,753.1099999999988,11360.12,11348.64,11365.15,16.51000000000022,3.3865922475905808,-9.020000000000437,105.70977351101672,18.33644694762474,89.63849093233698,0.7713263074169815,10594.91,11537.41,942.5,92.48064652888183,34.58055369197093,13.229126982134886,30174,1.0,85.0486615278349,2.1904772320547523,2.1904772320361916,14.720051789542232,8.51511348661242,86.98595987717941,126.45873136739284,2.6439033605095275,2.643903360497026,14.720051789542232,8.51511348661242,86.98595987717941,161.8848585322248,4.032978673574936,4.032978673559744,17.55889290001623,10.552948690733349,99.45776091719684,4.032978673559744,RMSE_Linear_Extrapolation_10,Easy
5138a660_,2138,4829,1270,3559,0.7370055912197142,12953.0,16511.0,3558.0,11635.18,12064.62,429.4400000000005,12064.4,12053.52,12067.51,13.989999999999782,4.297641491327124,-8.850000000000364,82.22717284089117,16.28179548864209,84.29352951317338,0.38746838999719024,11622.7,12156.95,534.25,67.80029934518242,27.718870197062504,14.426873495708747,21354,1.0,917.4083581761694,3.3976566451245054,-12.676282748202189,53.13298217766638,22.460110426596447,70.18358858256788,917.4554885877735,4.17007586400645,12.676310028592503,53.13298217766638,22.460110426596447,70.18384792200894,1038.558353772935,5.4780109058052355,14.328404511706731,62.0569630770969,26.740328068998732,79.32863245207959,5.4780109058052355,RMSE_Last_Known_TVT,Easy
516088b7_,1742,8300,1655,6645,0.8006024096385542,12220.0,18864.0,6644.0,10736.7,11468.81,732.1099999999988,11463.26,11449.87,11478.56,28.68999999999869,6.354161139785037,-2.0799999999999272,79.32204080186511,9.98691053689891,68.35727597658163,0.5921745673438675,10724.41,11594.55,870.1399999999994,82.00308266360504,32.38307084389818,2.681041861739928,39870,1.0,1485.1519767693953,-0.4775349887132369,-30.485231958732385,-25.178800755283714,-27.754059358534768,-154.12004501902757,1485.1519767693953,5.1255229495861405,30.487964968285016,25.212304138525027,27.769742548397193,154.12004501902757,1660.6250075180606,6.371603205164532,34.24088520438684,28.240646274189128,31.14644709913877,169.94680366341436,6.371603205164532,RMSE_Last_Known_TVT,Moderate
521a7819_,2087,7224,2024,5200,0.7198228128460686,12399.0,17598.0,5199.0,10335.77,11225.79,890.0200000000004,11225.79,11187.65,11229.79,42.14000000000124,10.507450485687519,-16.730000000001382,79.76220407375115,14.86331623370161,92.98953854309661,0.15788461538461537,10323.45,11366.45,1043.0,86.17583133684714,28.57573791486438,6.413627263095989,31200,1.0,484.46145651930874,23.083300000000712,127.10329999873687,232.30269267926468,213.29879243704008,-121.04482281289754,486.0205124766282,23.487584615385202,127.10329999873687,232.30269267926468,213.29879243704008,121.04482281289754,561.028878134733,25.361861575542044,143.96528787605277,265.2922947006246,243.36459113349562,130.66218505313685,25.361861575542044,RMSE_Last_Known_TVT,Difficult
5254b6db_,1967,5115,1841,3274,0.640078201368524,13318.0,16591.0,3273.0,11232.21,12042.06,809.8500000000004,12042.06,12042.11,12052.36,10.25,2.196929378378729,8.470000000001164,100.58228199175218,16.293386594918456,98.28009725673559,0.21991447770311545,11219.95,12202.95,983.0,94.69995424504322,35.03502925677867,5.882327746708967,19644,1.0,335.5302989578703,-6.955262675626789,84.34776762794021,95.97347719837849,97.88798462326582,-93.73265178104845,335.5302989578703,6.955262675626789,84.34776762794021,95.97347719837849,97.88798462326582,93.73265178104845,369.65194392552473,7.293881229520888,99.13819553479665,112.55360957125177,114.76301766063688,99.4702887880274,7.293881229520888,RMSE_Last_Known_TVT,Moderate
529e88ca_,1959,5253,1836,3417,0.6504854368932039,11840.0,15256.0,3416.0,10155.92,11004.46,848.539999999999,11004.46,10996.240000000002,11032.5,36.2599999999984,11.761323813864207,12.260000000000218,121.80448532821264,17.02749481050982,105.82070915691928,0.549897570968686,10143.45,11122.45,979.0,131.17,50.26326418526468,9.365514671787352,20502,1.0,1428.1824744263363,-9.734015218028528,13.881257509047122,19.428098253327086,20.524106750749652,-162.61750892542585,1428.1824744263363,12.875765291191529,14.026119722079724,19.428098253327086,20.524106750749652,162.61750892542585,1624.8667024736033,15.265625031718603,17.110348310142058,22.856894464306595,24.031754938395128,182.26091660929234,15.265625031718603,RMSE_Last_Known_TVT,Difficult
52f1e77a_,1328,6053,1611,4442,0.7338509829836445,13168.0,17609.0,4441.0,11530.53,12024.5,493.96999999999935,12024.5,12024.3,12047.25,22.950000000000728,7.758299168352076,21.25,76.44302564642277,12.120084060725334,69.65538946416956,0.062359297613687525,11518.45,12181.95,663.5,69.60115963855421,20.5965846045683,6.8418660078685605,26652,1.0,318.55051316458815,-11.863793336335121,176.62711575493393,140.9087549985147,183.75834976088268,53.00984731354439,318.55051316458815,11.866990094552134,176.6271182108301,140.9103362463288,183.75835063500088,53.00984731354439,383.6062818697442,14.174880875648114,208.02104262681507,166.84094441904728,216.24553354897216,61.730547475580806,14.174880875648114,RMSE_Last_Known_TVT,Difficult
5305524b_,636,6457,1559,4898,0.7585566052346291,12086.0,16983.0,4897.0,10455.29,10975.83,520.539999999999,10943.14,10913.54,10946.55,33.0099999999984,7.945778882631734,-21.61999999999898,92.33206080295308,18.07981055283735,113.43244706999783,0.35443037974683544,10442.990000000002,11077.56,634.5699999999979,75.90125786163522,24.902877150718876,16.430802941317864,29388,1.0,873.7946744161309,14.614975500203434,-42.83693359065383,-116.55314052140436,-72.84481897762271,-123.63101129611051,873.7946744161309,14.936702735809947,42.83693359065383,116.55314052140436,72.84481897762271,123.63101129611051,969.5739078310945,16.63490369332069,50.919578092035636,135.85112667245068,85.44868833893403,136.59279430369256,16.63490369332069,RMSE_Last_Known_TVT,Difficult
53134831_,4194,7214,2088,5126,0.7105627945661215,13277.0,18402.0,5125.0,11290.4,12212.46,922.0599999999995,12206.570000000002,12184.22,12206.53,22.31000000000131,5.1963236982023,-19.200000000000728,89.80652909284075,13.158435799015082,78.36437528786405,0.5793991416309013,11277.86,12325.65,1047.789999999999,82.51645684310921,25.416332968705856,7.290072249731537,30756,1.0,663.4316194608928,16.54739367928346,-82.72996995557325,-74.67167346739474,-73.74566202298408,67.28083592738176,663.6369386811255,16.54739367928346,82.79431479294948,74.76646998067879,73.84438144776547,67.28083592738176,777.4746511310146,17.343954276390388,98.45883741437073,89.17226249025916,88.10534643371835,75.61263171601419,17.343954276390388,RMSE_Last_Known_TVT,Difficult
5397ceb1_,1525,6811,1556,5255,0.7715460284833358,12726.0,17980.0,5254.0,10842.46,11433.070000000002,590.6100000000024,11402.9,11386.53,11418.91,32.3799999999992,9.127602574908149,14.149999999999636,93.06411523637902,15.917294795847562,93.75454566836596,0.08544243577545195,10829.95,11591.95,762.0,76.90208524590163,29.048179005282105,16.162029990477393,31530,1.0,579.6291754048568,-1.5106850618463716,-117.93904869851798,-108.30178713212942,-117.73832299707601,110.15913764903672,579.6291754048568,7.204058991436694,118.12144041780145,108.5744418589371,117.9223856537804,110.15913764903672,647.059029031517,9.25091584943266,139.686105009252,128.57715055411032,139.45469641090173,121.2463513796015,9.25091584943266,RMSE_Last_Known_TVT,Moderate
53f23031_,1823,10200,1650,8550,0.8382352941176471,12551.0,21100.0,8549.0,10693.22,11393.77,700.5500000000011,11389.73,11388.12,11413.39,25.269999999998618,6.909416024273432,11.930000000000291,82.7651427388144,13.422560254630305,90.17024547746297,0.04105263157894737,10680.95,11591.95,911.0,83.33044432254525,30.369278349597906,0.565301583730843,51300,1.0,1316.2500515404415,-8.128433918129238,-53.215524828142485,-56.29727136181963,-59.92716861211227,135.30597987622284,1316.2500515404415,8.257030409357222,53.215524828142485,56.29727136181963,59.92716861211227,135.30597987622284,1496.0935258356863,10.667984070510432,62.1160563382184,65.6678412013,69.85224496419673,153.0022506198539,10.667984070510432,RMSE_Last_Known_TVT,Moderate
