well_id,mask_number,mask_name,total_usable_rows,known_rows,hidden_rows,hidden_rows_used,hidden_rows_full,hidden_fraction,last_known_md,first_hidden_md
3d96d897,2,frac_0.25,7147,5360,1787,1500,1787,0.2500349797117672,16075.0,16076.0
3df4b19e,1,natural,6658,1670,4988,1500,4988,0.7491739261039351,12519.0,12520.0
3df4b19e,2,frac_0.80,6658,1361,5297,1500,5297,0.7955842595373986,12210.0,12211.0
3e011332,1,natural,4842,2119,2723,1500,2723,0.5623709211069806,12676.0,12677.0
3e011332,2,frac_0.67,4842,1580,3262,1500,3262,0.6736885584469228,12137.0,12138.0
3e678ea7,1,natural,8737,1879,6858,1500,6858,0.7849376216092481,13812.0,13813.0
3e678ea7,2,frac_0.35,8737,5679,3058,1500,3058,0.3500057227881424,17612.0,17613.0
3ef6372a,1,natural,6666,1939,4727,1500,4727,0.7091209120912091,12291.0,12292.0
3ef6372a,2,frac_0.50,6666,3333,3333,1500,3333,0.5,13685.0,13686.0
3ef98781,1,natural,5343,1451,3892,1500,3892,0.728429721130451,12725.0,12726.0
3ef98781,2,frac_0.15,5343,4542,801,801,801,0.14991577765300393,15816.0,15817.0
3f603129,1,natural,6599,1548,5051,1500,5051,0.7654190028792242,11870.0,11871.0
3f603129,2,frac_0.80,6599,1349,5250,1500,5250,0.7955750871344143,11671.0,11672.0
404c4384,1,natural,2612,1701,911,911,911,0.3487748851454824,11943.0,11944.0
404c4384,2,frac_0.50,2612,1306,1306,1306,1306,0.5,11548.0,11549.0
4121c517,1,natural,5471,1748,3723,1500,3723,0.6804971668799122,12014.0,12015.0
4121c517,2,frac_0.50,5471,2736,2735,1500,2735,0.4999086090294279,13002.0,13003.0
41fb0192,1,natural,4381,1408,2973,1500,2973,0.6786121889979456,13463.0,13464.0
41fb0192,2,frac_0.15,4381,3724,657,657,657,0.14996576124172564,15779.0,15780.0
42c538a1,1,natural,4762,1483,3279,1500,3279,0.6885762284754305,12491.0,12492.0
42c538a1,2,frac_0.80,4762,973,3789,1500,3789,0.7956740865182697,11981.0,11982.0
43b06c70,1,natural,6590,1744,4846,1500,4846,0.7353566009104704,13023.0,13024.0
43b06c70,2,frac_0.73,6590,1800,4790,1500,4790,0.7268588770864947,13079.0,13080.0
43e16325,1,natural,5845,2125,3720,1500,3720,0.6364414029084687,12394.0,12395.0
43e16325,2,frac_0.67,5845,1907,3938,1500,3938,0.6737382378100941,12176.0,12177.0
44441e54,1,natural,5568,1211,4357,1500,4357,0.782507183908046,12880.0,12881.0
44441e54,2,frac_0.50,5568,2784,2784,1500,2784,0.5,14453.0,14454.0
4463446c,1,natural,4729,1473,3256,1500,3256,0.6885176570099387,11895.0,11896.0
4463446c,2,frac_0.67,4729,1543,3186,1500,3186,0.6737153732290124,11965.0,11966.0
44a94013,1,natural,6492,1589,4903,1500,4903,0.7552372150338879,12053.0,12054.0
44a94013,2,frac_0.73,6492,1774,4718,1500,4718,0.7267406038200862,12238.0,12239.0
45fb3e21,1,natural,5626,1977,3649,1500,3649,0.6485958051901884,12842.0,12843.0
45fb3e21,2,frac_0.50,5626,2813,2813,1500,2813,0.5,13678.0,13679.0
460f859e,1,natural,4982,1646,3336,1500,3336,0.6696105981533521,12105.0,12106.0
460f859e,2,frac_0.67,4982,1626,3356,1500,3356,0.6736250501806503,12085.0,12086.0
4630ab92,1,natural,5307,1934,3373,1500,3373,0.635575654795553,13284.0,13285.0
4630ab92,2,frac_0.15,5307,4511,796,796,796,0.1499905784812512,15861.0,15862.0
463c38f2,1,natural,6048,1588,4460,1500,4460,0.7374338624338624,12362.0,12363.0
463c38f2,2,frac_0.67,6048,1973,4075,1500,4075,0.673776455026455,12747.0,12748.0
4654e7de,1,natural,7010,1637,5373,1500,5373,0.7664764621968616,12368.0,12369.0
4654e7de,2,frac_0.50,7010,3505,3505,1500,3505,0.5,14236.0,14237.0
466fc788,1,natural,7767,1570,6197,1500,6197,0.7978627526715592,12993.0,12994.0
466fc788,2,frac_0.50,7767,3884,3883,1500,3883,0.4999356250804686,15307.0,15308.0
46d24a09,1,natural,6123,1674,4449,1500,4449,0.7266046055854973,13942.0,13943.0
46d24a09,2,frac_0.67,6123,1998,4125,1500,4125,0.6736893679568838,14266.0,14267.0
46d41ff6,1,natural,9226,1325,7901,1500,7901,0.8563841318014307,12989.0,12990.0
46d41ff6,2,frac_0.73,9226,2521,6705,1500,6705,0.7267504877520052,14185.0,14186.0
46dfcfca,1,natural,4921,1315,3606,1500,3606,0.7327778906726276,13478.0,13479.0
46dfcfca,2,frac_0.15,4921,4183,738,738,738,0.14996951839057102,16346.0,16347.0
47ee27ab,1,natural,8274,1877,6397,1500,6397,0.7731447909112884,12243.0,12244.0
47ee27ab,2,frac_0.50,8274,4137,4137,1500,4137,0.5,14503.0,14504.0
48c1f673,1,natural,4666,1749,2917,1500,2917,0.6251607372481783,11769.0,11770.0
48c1f673,2,frac_0.35,4666,3033,1633,1500,1633,0.34997856836690955,13053.0,13054.0
4936af16,1,natural,5559,1568,3991,1500,3991,0.717934880374168,11977.0,11978.0
4936af16,2,frac_0.35,5559,3613,1946,1500,1946,0.3500629609642022,14022.0,14023.0
49dbc14c,1,natural,5198,1326,3872,1500,3872,0.7449018853405156,11831.0,11832.0
49dbc14c,2,frac_0.73,5198,1420,3778,1500,3778,0.7268180069257407,11925.0,11926.0
4a335117,1,natural,6727,1712,5015,1500,5015,0.7455031960755166,11907.0,11908.0
4a335117,2,frac_0.80,6727,1375,5352,1500,5352,0.7955998216143898,11570.0,11571.0
4a8ecc0b,1,natural,7374,1565,5809,1500,5809,0.7877678329264985,12801.0,12802.0
4a8ecc0b,2,frac_0.50,7374,3687,3687,1500,3687,0.5,14923.0,14924.0
4b462989,1,natural,4738,1632,3106,1500,3106,0.6555508653440271,11983.0,11984.0
4b462989,2,frac_0.80,4738,968,3770,1500,3770,0.7956943858168003,11319.0,11320.0
4b831d20,1,natural,9433,2121,7312,1500,7312,0.7751510654086717,13772.0,13773.0
4b831d20,2,frac_0.15,9433,8018,1415,1415,1415,0.15000530054065514,19669.0,19670.0
4c2208f5,1,natural,7248,1864,5384,1500,5384,0.7428256070640177,13936.0,13937.0
4c2208f5,2,frac_0.35,7248,4711,2537,1500,2537,0.3500275938189846,16783.0,16784.0
4c3168cf,1,natural,5959,1625,4334,1500,4334,0.7273032387984562,12801.0,12802.0
4c3168cf,2,frac_0.73,5959,1628,4331,1500,4331,0.7267997986239302,12804.0,12805.0
4caa7289,1,natural,6854,1458,5396,1500,5396,0.787277502188503,12178.0,12179.0
4caa7289,2,frac_0.15,6854,5826,1028,1028,1028,0.14998540997957396,16546.0,16547.0
4cd1ac61,1,natural,6709,2220,4489,1500,4489,0.6691012073334327,13224.0,13225.0
4cd1ac61,2,frac_0.15,6709,5703,1006,1006,1006,0.14994783127142644,16707.0,16708.0
4cecf7b3,1,natural,7676,1657,6019,1500,6019,0.7841323606044815,13368.0,13369.0
4cecf7b3,2,frac_0.25,7676,5757,1919,1500,1919,0.25,17468.0,17469.0
4e050c92,1,natural,5236,1531,3705,1500,3705,0.7076012223071046,13112.0,13113.0
4e050c92,2,frac_0.80,5236,1070,4166,1500,4166,0.7956455309396486,12651.0,12652.0
4ed93db6,1,natural,6496,1839,4657,1500,4657,0.7169027093596059,12548.0,12549.0
4ed93db6,2,frac_0.15,6496,5522,974,974,974,0.1499384236453202,16231.0,16232.0
4f3eb9e9,1,natural,5911,1214,4697,1500,4697,0.7946201996278126,12572.0,12573.0
4f3eb9e9,2,frac_0.25,5911,4433,1478,1478,1478,0.25004229402808326,15791.0,15792.0
4f4afcc6,1,natural,7184,1539,5645,1500,5645,0.7857739420935412,12203.0,12204.0
4f4afcc6,2,frac_0.50,7184,3592,3592,1500,3592,0.5,14256.0,14257.0
4f69febf,1,natural,7599,2139,5460,1500,5460,0.718515594157126,11966.0,11967.0
4f69febf,2,frac_0.25,7599,5699,1900,1500,1900,0.25003289906566656,15526.0,15527.0
4fbe9c06,1,natural,7938,1651,6287,1500,6287,0.7920131015369111,12089.0,12090.0
4fbe9c06,2,frac_0.25,7938,5954,1984,1500,1984,0.24993701184177375,16392.0,16393.0
511e1db0,1,natural,5645,1824,3821,1500,3821,0.6768821966341896,11964.0,11965.0
511e1db0,2,frac_0.35,5645,3669,1976,1500,1976,0.35004428697962797,13809.0,13810.0
512943b2,1,natural,6681,1652,5029,1500,5029,0.7527316270019458,12437.0,12438.0
512943b2,2,frac_0.80,6681,1366,5315,1500,5315,0.7955395898817542,12151.0,12152.0
5138a660,1,natural,4829,1270,3559,1500,3559,0.7370055912197142,12952.0,12953.0
5138a660,2,frac_0.15,4829,4105,724,724,724,0.1499275212259267,15787.0,15788.0
516088b7,1,natural,8300,1655,6645,1500,6645,0.8006024096385542,12219.0,12220.0
516088b7,2,frac_0.25,8300,6225,2075,1500,2075,0.25,16789.0,16790.0
521a7819,1,natural,7224,2024,5200,1500,5200,0.7198228128460686,12398.0,12399.0
521a7819,2,frac_0.80,7224,1477,5747,1500,5747,0.7955426356589147,11851.0,11852.0
5254b6db,1,natural,5115,1841,3274,1500,3274,0.640078201368524,13317.0,13318.0
5254b6db,2,frac_0.35,5115,3325,1790,1500,1790,0.34995112414467255,14801.0,14802.0
529e88ca,1,natural,5253,1836,3417,1500,3417,0.6504854368932039,11839.0,11840.0
529e88ca,2,frac_0.15,5253,4465,788,788,788,0.15000951837045498,14468.0,14469.0
5305524b,1,natural,6457,1559,4898,1500,4898,0.7585566052346291,12085.0,12086.0
5305524b,2,frac_0.15,6457,5488,969,969,969,0.15006969180734087,16014.0,16015.0
53134831,1,natural,7214,2088,5126,1500,5126,0.7105627945661215,13276.0,13277.0
53134831,2,frac_0.80,7214,1475,5739,1500,5739,0.7955364568893818,12663.0,12664.0
53f23031,1,natural,10200,1650,8550,1500,8550,0.8382352941176471,12550.0,12551.0
53f23031,2,frac_0.35,10200,6630,3570,1500,3570,0.35,17530.0,17531.0
543198e8,1,natural,8311,1808,6503,1500,6503,0.782456984719047,11887.0,11888.0
543198e8,2,frac_0.35,8311,5402,2909,1500,2909,0.35001804836963063,15481.0,15482.0
54753541,1,natural,5679,1653,4026,1500,4026,0.7089276281035394,12121.0,12122.0
54753541,2,frac_0.67,5679,1853,3826,1500,3826,0.6737101602394788,12321.0,12322.0
54a7e3c2,1,natural,7893,1738,6155,1500,6155,0.7798048904092234,12217.0,12218.0
54a7e3c2,2,frac_0.15,7893,6709,1184,1184,1184,0.15000633472697328,17188.0,17189.0
5542c301,1,natural,5433,1842,3591,1500,3591,0.6609607951408062,11965.0,11966.0
5542c301,2,frac_0.80,5433,1111,4322,1500,4322,0.7955089269280324,11234.0,11235.0
5567d551,1,natural,8390,1501,6889,1500,6889,0.8210965435041716,12538.0,12539.0
5567d551,2,frac_0.25,8390,6292,2098,1500,2098,0.25005959475566153,17329.0,17330.0
55efee7f,1,natural,6577,1776,4801,1500,4801,0.7299680705488825,12207.0,12208.0
55efee7f,2,frac_0.35,6577,4275,2302,1500,2302,0.35000760225026606,14706.0,14707.0
5663b2b7,1,natural,6907,1935,4972,1500,4972,0.7198494281164036,13328.0,13329.0
5663b2b7,2,frac_0.80,6907,1412,5495,1500,5495,0.795569711886492,12805.0,12806.0
57796579,1,natural,7622,1732,5890,1500,5890,0.7727630543164524,12159.0,12160.0
57796579,2,frac_0.50,7622,3811,3811,1500,3811,0.5,14238.0,14239.0
577eec7c,1,natural,6085,1546,4539,1500,4539,0.7459326211996713,10942.0,10943.0
577eec7c,2,frac_0.35,6085,3955,2130,1500,2130,0.35004108463434674,13351.0,13352.0
57f05c51,1,natural,6478,1707,4771,1500,4771,0.7364927446742822,13461.0,13462.0
57f05c51,2,frac_0.35,6478,4211,2267,1500,2267,0.34995368941031185,15965.0,15966.0
58850d2c,1,natural,6918,1923,4995,1500,4995,0.7220294882914137,13795.0,13796.0
58850d2c,2,frac_0.50,6918,3459,3459,1500,3459,0.5,15331.0,15332.0
58fa8486,1,natural,6126,1651,4475,1500,4475,0.7304929807378387,13223.0,13224.0
58fa8486,2,frac_0.35,6126,3982,2144,1500,2144,0.34998367613450865,15554.0,15555.0
591cc951,1,natural,6669,2060,4609,1500,4609,0.6911081121607437,12405.0,12406.0
591cc951,2,frac_0.67,6669,2176,4493,1500,4493,0.6737142000299895,12521.0,12522.0
593876b6,1,natural,6366,1524,4842,1500,4842,0.760603204524034,12532.0,12533.0
593876b6,2,frac_0.80,6366,1301,5065,1500,5065,0.7956330505812127,12309.0,12310.0
59f8b2e8,1,natural,5668,1921,3747,1500,3747,0.6610797459421313,12752.0,12753.0
59f8b2e8,2,frac_0.67,5668,1849,3819,1500,3819,0.6737826393789696,12680.0,12681.0
5a1a8fd8,1,natural,6814,1554,5260,1500,5260,0.771940123275609,12784.0,12785.0
5a1a8fd8,2,frac_0.50,6814,3407,3407,1500,3407,0.5,14637.0,14638.0
5a5269a9,1,natural,8053,1540,6513,1500,6513,0.8087669191605613,12227.0,12228.0
5a5269a9,2,frac_0.73,8053,2200,5853,1500,5853,0.7268098845150875,12887.0,12888.0
5a5d1982,1,natural,5446,1552,3894,1500,3894,0.7150201983106867,12094.0,12095.0
5a5d1982,2,frac_0.50,5446,2723,2723,1500,2723,0.5,13265.0,13266.0
5a63b5d1,1,natural,8052,1835,6217,1500,6217,0.7721063089915549,12504.0,12505.0
5a63b5d1,2,frac_0.15,8052,6844,1208,1208,1208,0.15002483854942872,17513.0,17514.0
5aa03df7,1,natural,6752,1881,4871,1500,4871,0.7214158767772512,12288.0,12289.0
5aa03df7,2,frac_0.15,6752,5739,1013,1013,1013,0.15002962085308058,16146.0,16147.0
5aa403d0,1,natural,4702,1584,3118,1500,3118,0.6631220757124627,11980.0,11981.0
5aa403d0,2,frac_0.73,4702,1285,3417,1500,3417,0.7267120374308805,11681.0,11682.0
5aef5c6c,1,natural,4853,1732,3121,1500,3121,0.6431073562744694,12339.0,12340.0
5aef5c6c,2,frac_0.80,4853,992,3861,1500,3861,0.7955903564805276,11599.0,11600.0
5b7b6324,1,natural,8197,1633,6564,1500,6564,0.8007807734537026,13655.0,13656.0
5b7b6324,2,frac_0.67,8197,2675,5522,1500,5522,0.6736610955227522,14697.0,14698.0
5bd25f59,1,natural,6120,1910,4210,1500,4210,0.6879084967320261,11772.0,11773.0
5bd25f59,2,frac_0.67,6120,1997,4123,1500,4123,0.6736928104575164,11859.0,11860.0
5beded95,1,natural,4779,1722,3057,1500,3057,0.6396735718769617,12324.0,12325.0
5beded95,2,frac_0.80,4779,977,3802,1500,3802,0.7955639255074284,11579.0,11580.0
5cb483ac,1,natural,5206,1354,3852,1500,3852,0.7399154821359969,12923.0,12924.0
5cb483ac,2,frac_0.67,5206,1699,3507,1500,3507,0.6736457933154053,13268.0,13269.0
5cdd8dbc,1,natural,5751,1741,4010,1500,4010,0.6972700399930447,12242.0,12243.0
5cdd8dbc,2,frac_0.80,5751,1176,4575,1500,4575,0.7955138236828377,11677.0,11678.0
5d7198fd,1,natural,4797,1429,3368,1500,3368,0.7021054825932874,13688.0,13689.0
5d7198fd,2,frac_0.50,4797,2398,2399,1500,2399,0.5001042318115488,14657.0,14658.0
5def1ce5,1,natural,7997,1554,6443,1500,6443,0.8056771289233463,12163.0,12164.0
5def1ce5,2,frac_0.80,7997,1635,6362,1500,6362,0.795548330623984,12244.0,12245.0
5eae34a8,1,natural,6652,1748,4904,1500,4904,0.7372218881539386,12046.0,12047.0
5eae34a8,2,frac_0.67,6652,2171,4481,1500,4481,0.6736319903788335,12469.0,12470.0
5f4d2a52,1,natural,7112,1887,5225,1500,5225,0.734673790776153,12391.0,12392.0
5f4d2a52,2,frac_0.80,7112,1454,5658,1500,5658,0.795556805399325,11958.0,11959.0
5f75f796,1,natural,7324,1762,5562,1500,5562,0.7594210813762972,13650.0,13651.0
5f75f796,2,frac_0.35,7324,4761,2563,1500,2563,0.3499453850354997,16649.0,16650.0
5fb1c15f,1,natural,4857,1997,2860,1500,2860,0.588840848260243,12241.0,12242.0
5fb1c15f,2,frac_0.35,4857,3157,1700,1500,1700,0.35001029442042414,13401.0,13402.0
5fffa282,1,natural,6223,2022,4201,1500,4201,0.6750763297444963,12576.0,12577.0
5fffa282,2,frac_0.80,6223,1272,4951,1500,4951,0.7955969789490599,11826.0,11827.0
60e37807,1,natural,4641,1942,2699,1500,2699,0.5815556992027581,12699.0,12700.0
60e37807,2,frac_0.67,4641,1514,3127,1500,3127,0.6737772031889679,12271.0,12272.0
61f27424,1,natural,8341,2121,6220,1500,6220,0.7457139431722815,13171.0,13172.0
61f27424,2,frac_0.15,8341,7090,1251,1251,1251,0.1499820165447788,18140.0,18141.0
62569ae3,1,natural,5242,1654,3588,1500,3588,0.6844715757344525,13078.0,13079.0
62569ae3,2,frac_0.73,5242,1432,3810,1500,3810,0.7268218237314003,12856.0,12857.0
62a6f539,1,natural,5253,1560,3693,1500,3693,0.703026841804683,12011.0,12012.0
62a6f539,2,frac_0.35,5253,3414,1839,1500,1839,0.3500856653340948,13865.0,13866.0
63559d57,1,natural,5810,1741,4069,1500,4069,0.7003442340791738,12877.0,12878.0
63559d57,2,frac_0.73,5810,1587,4223,1500,4223,0.7268502581755594,12723.0,12724.0
647f2a41,1,natural,5836,1955,3881,1500,3881,0.6650102810143934,13078.0,13079.0
647f2a41,2,frac_0.73,5836,1594,4242,1500,4242,0.7268677176148046,12717.0,12718.0
65156b96,1,natural,5046,1825,3221,1500,3221,0.6383273880301229,11875.0,11876.0
65156b96,2,frac_0.67,5046,1647,3399,1500,3399,0.6736028537455411,11697.0,11698.0
653612bc,1,natural,5946,1341,4605,1500,4605,0.7744702320887992,13019.0,13020.0
653612bc,2,frac_0.50,5946,2973,2973,1500,2973,0.5,14651.0,14652.0
660d9546,1,natural,6140,1408,4732,1500,4732,0.7706840390879479,13018.0,13019.0
660d9546,2,frac_0.35,6140,3991,2149,1500,2149,0.35,15601.0,15602.0
67847288,1,natural,9174,1745,7429,1500,7429,0.8097885328101155,13622.0,13623.0
67847288,2,frac_0.15,9174,7798,1376,1376,1376,0.1499890996293874,19675.0,19676.0
67a8da4a,1,natural,6645,1734,4911,1500,4911,0.7390519187358916,13860.0,13861.0
67a8da4a,2,frac_0.50,6645,3322,3323,1500,3323,0.5000752445447705,15448.0,15449.0
684a6fc1,1,natural,11449,1631,9818,1500,9818,0.8575421434186392,11952.0,11953.0
684a6fc1,2,frac_0.73,11449,3128,8321,1500,8321,0.7267883657961394,13449.0,13450.0
698930d1,1,natural,6498,1757,4741,1500,4741,0.7296091104955371,12115.0,12116.0
698930d1,2,frac_0.25,6498,4874,1624,1500,1624,0.24992305324715297,15232.0,15233.0
699ea575,1,natural,5474,1354,4120,1500,4120,0.752648885641213,13097.0,13098.0
699ea575,2,frac_0.35,5474,3558,1916,1500,1916,0.35001826817683596,15301.0,15302.0
69c1bdad,1,natural,4645,1931,2714,1500,2714,0.5842841765339074,12506.0,12507.0
69c1bdad,2,frac_0.25,4645,3484,1161,1161,1161,0.24994617868675995,14059.0,14060.0
69e41fa6,1,natural,7167,1395,5772,1500,5772,0.8053578903306823,13009.0,13010.0
69e41fa6,2,frac_0.80,7167,1465,5702,1500,5702,0.7955909027487094,13079.0,13080.0
6a0ff78e,1,natural,7890,1425,6465,1500,6465,0.8193916349809885,12069.0,12070.0
6a0ff78e,2,frac_0.73,7890,2156,5734,1500,5734,0.7267427122940431,12800.0,12801.0
6ae68655,1,natural,5948,1744,4204,1500,4204,0.7067921990585071,13573.0,13574.0
6ae68655,2,frac_0.67,5948,1941,4007,1500,4007,0.6736718224613315,13770.0,13771.0
6d1d74e1,1,natural,7316,1486,5830,1500,5830,0.7968835429196283,12044.0,12045.0
6d1d74e1,2,frac_0.67,7316,2387,4929,1500,4929,0.673728813559322,12945.0,12946.0
6d6d93af,1,natural,5305,1710,3595,1500,3595,0.6776625824693685,12595.0,12596.0
6d6d93af,2,frac_0.35,5305,3448,1857,1500,1857,0.3500471253534401,14333.0,14334.0
6dbe4b60,1,natural,6673,2025,4648,1500,4648,0.6965382886258055,12813.0,12814.0
6dbe4b60,2,frac_0.35,6673,4337,2336,1500,2336,0.3500674359358609,15125.0,15126.0
6e6d122c,1,natural,7083,1451,5632,1500,5632,0.795143300861217,13224.0,13225.0
6e6d122c,2,frac_0.50,7083,3542,3541,1500,3541,0.49992940844275024,15315.0,15316.0
6e9ccd38,1,natural,9619,1337,8282,1500,8282,0.8610042623973386,11802.0,11803.0
6e9ccd38,2,frac_0.67,9619,3139,6480,1500,6480,0.6736667013203036,13604.0,13605.0
6ede926a,1,natural,6621,1683,4938,1500,4938,0.7458087902129588,12273.0,12274.0
6ede926a,2,frac_0.80,6621,1353,5268,1500,5268,0.7956502038966924,11943.0,11944.0
708caea9,1,natural,8482,1934,6548,1500,6548,0.771987738740863,11994.0,11995.0
708caea9,2,frac_0.50,8482,4241,4241,1500,4241,0.5,14301.0,14302.0
70925e23,1,natural,8072,2125,5947,1500,5947,0.7367443012884044,13985.0,13986.0
70925e23,2,frac_0.73,8072,2205,5867,1500,5867,0.7268334985133796,14065.0,14066.0
71ccf778,1,natural,4623,1925,2698,1500,2698,0.5836037205277959,12817.0,12818.0
71ccf778,2,frac_0.67,4623,1508,3115,1500,3115,0.6738048886004758,12400.0,12401.0
722cf0d8,1,natural,7275,2132,5143,1500,5143,0.7069415807560138,12157.0,12158.0
722cf0d8,2,frac_0.67,7275,2374,4901,1500,4901,0.6736769759450172,12399.0,12400.0
726f3dc2,1,natural,8619,1896,6723,1500,6723,0.7800208840932823,12310.0,12311.0
726f3dc2,2,frac_0.15,8619,7326,1293,1293,1293,0.15001740341106856,17740.0,17741.0
7271dd80,1,natural,5765,1425,4340,1500,4340,0.7528187337380746,11581.0,11582.0
7271dd80,2,frac_0.80,5765,1178,4587,1500,4587,0.7956634865568083,11334.0,11335.0
727a3a10,1,natural,6342,1945,4397,1500,4397,0.6933144118574582,13869.0,13870.0
727a3a10,2,frac_0.50,6342,3171,3171,1500,3171,0.5,15095.0,15096.0
729665c0,1,natural,5775,1512,4263,1500,4263,0.7381818181818182,12890.0,12891.0
729665c0,2,frac_0.67,5775,1884,3891,1500,3891,0.6737662337662338,13262.0,13263.0
729f4217,1,natural,7592,1397,6195,1500,6195,0.8159905163329821,12091.0,12092.0
729f4217,2,frac_0.25,7592,5694,1898,1500,1898,0.25,16388.0,16389.0
72dd8501,1,natural,6928,1735,5193,1500,5193,0.749566974595843,13083.0,13084.0
72dd8501,2,frac_0.25,6928,5196,1732,1500,1732,0.25,16544.0,16545.0
73348914,1,natural,5686,1465,4221,1500,4221,0.7423496306718256,13890.0,13891.0
73348914,2,frac_0.67,5686,1855,3831,1500,3831,0.673760112557158,14280.0,14281.0
739a914f,1,natural,7319,1814,5505,1500,5505,0.7521519333242246,12485.0,12486.0
739a914f,2,frac_0.15,7319,6221,1098,1098,1098,0.15002049460308786,16892.0,16893.0
73b1447d,1,natural,7522,1852,5670,1500,5670,0.7537888859345918,13317.0,13318.0
73b1447d,2,frac_0.25,7522,5642,1880,1500,1880,0.249933528316937,17107.0,17108.0
74b6186b,1,natural,5148,1743,3405,1500,3405,0.6614219114219114,11958.0,11959.0
74b6186b,2,frac_0.25,5148,3861,1287,1287,1287,0.25,14076.0,14077.0
75c20ec7,1,natural,7205,1844,5361,1500,5361,0.7440666204024983,13268.0,13269.0
75c20ec7,2,frac_0.50,7205,3602,3603,1500,3603,0.5000693962526024,15026.0,15027.0
75cd5f11,1,natural,6410,1464,4946,1500,4946,0.771606864274571,12031.0,12032.0
75cd5f11,2,frac_0.35,6410,4166,2244,1500,2244,0.3500780031201248,14733.0,14734.0
76201745,1,natural,5858,1410,4448,1500,4448,0.7593035165585524,11574.0,11575.0
76201745,2,frac_0.80,5858,1197,4661,1500,4661,0.7956640491635371,11361.0,11362.0
77b0d905,1,natural,5923,1749,4174,1500,4174,0.7047104507850751,13343.0,13344.0
77b0d905,2,frac_0.15,5923,5035,888,888,888,0.1499240249873375,16629.0,16630.0
77e4821c,1,natural,6540,1147,5393,1500,5393,0.8246177370030581,11755.0,11756.0
77e4821c,2,frac_0.80,6540,1337,5203,1500,5203,0.795565749235474,11945.0,11946.0
7850c72e,1,natural,7712,2215,5497,1500,5497,0.7127852697095436,13986.0,13987.0
7850c72e,2,frac_0.67,7712,2516,5196,1500,5196,0.6737551867219918,14287.0,14288.0
78a4a386,1,natural,6246,1127,5119,1500,5119,0.8195645212936279,12243.0,12244.0
78a4a386,2,frac_0.25,6246,4684,1562,1500,1562,0.250080051232789,15800.0,15801.0
79507629,1,natural,7320,2018,5302,1500,5302,0.7243169398907103,13501.0,13502.0
79507629,2,frac_0.15,7320,6222,1098,1098,1098,0.15,17705.0,17706.0
796dbd4c,1,natural,8069,1821,6248,1500,6248,0.7743214772586442,11875.0,11876.0
796dbd4c,2,frac_0.80,8069,1649,6420,1500,6420,0.795637625480233,11703.0,11704.0
7987f2f2,1,natural,5714,2009,3705,1500,3705,0.6484074203710185,12966.0,12967.0
7987f2f2,2,frac_0.35,5714,3714,2000,1500,2000,0.35001750087504374,14671.0,14672.0
7a5660b0,1,natural,6936,1938,4998,1500,4998,0.7205882352941176,13741.0,13742.0
7a5660b0,2,frac_0.25,6936,5202,1734,1500,1734,0.25,17005.0,17006.0
7acda2df,1,natural,4552,1461,3091,1500,3091,0.6790421792618629,12110.0,12111.0
7acda2df,2,frac_0.25,4552,3414,1138,1138,1138,0.25,14063.0,14064.0
7b38844c,1,natural,5197,1448,3749,1500,3749,0.7213777179141813,13017.0,13018.0
7b38844c,2,frac_0.25,5197,3898,1299,1299,1299,0.24995189532422551,15467.0,15468.0
7c607683,1,natural,7001,1673,5328,1500,5328,0.7610341379802885,12013.0,12014.0
7c607683,2,frac_0.73,7001,1913,5088,1500,5088,0.7267533209541495,12253.0,12254.0
7cbbd047,1,natural,6790,1669,5121,1500,5121,0.7541973490427099,12854.0,12855.0
7cbbd047,2,frac_0.67,6790,2216,4574,1500,4574,0.6736377025036819,13401.0,13402.0
7d50373e,1,natural,6494,1372,5122,1500,5122,0.7887280566676933,12124.0,12125.0
7d50373e,2,frac_0.80,6494,1327,5167,1500,5167,0.7956575300277179,12079.0,12080.0
7d57c75d,1,natural,6147,1742,4405,1500,4405,0.716609728322759,11786.0,11787.0
7d57c75d,2,frac_0.15,6147,5225,922,922,922,0.14999186595087036,15269.0,15270.0
7e721392,1,natural,8301,2127,6174,1500,6174,0.7437658113480303,12583.0,12584.0
7e721392,2,frac_0.50,8301,4150,4151,1500,4151,0.5000602337067823,14606.0,14607.0
7ff89f8f,1,natural,9539,2202,7337,1500,7337,0.7691581926826712,11893.0,11894.0
7ff89f8f,2,frac_0.25,9539,7154,2385,1500,2385,0.2500262081979243,16845.0,16846.0
8050c789,1,natural,4940,1863,3077,1500,3077,0.6228744939271255,13421.0,13422.0
8050c789,2,frac_0.73,4940,1350,3590,1500,3590,0.7267206477732794,12908.0,12909.0
81fc01c6,1,natural,7655,1746,5909,1500,5909,0.7719137818419334,11854.0,11855.0
81fc01c6,2,frac_0.15,7655,6507,1148,1148,1148,0.14996734160679295,16615.0,16616.0
8255c867,1,natural,5338,1749,3589,1500,3589,0.672349194454852,12144.0,12145.0
8255c867,2,frac_0.80,5338,1091,4247,1500,4247,0.795616335706257,11486.0,11487.0
82aab6d2,1,natural,7889,1749,6140,1500,6140,0.778298897198631,13164.0,13165.0
82aab6d2,2,frac_0.80,7889,1613,6276,1500,6276,0.7955380910128026,13028.0,13029.0
82fcf37c,1,natural,7397,1383,6014,1500,6014,0.8130323103961066,11934.0,11935.0
82fcf37c,2,frac_0.25,7397,5548,1849,1500,1849,0.24996620251453291,16099.0,16100.0
