Well_ID,Horizontal_Rows_IQR_outlier,Prediction_Horizon_MD_IQR_outlier,Prediction_Percentage_IQR_outlier,GR_Missing_Percentage_IQR_outlier,Horizontal_TVT_Range_IQR_outlier,Abs_Delta_TVT_IQR_outlier,TVT_Change_Per_MD_IQR_outlier,Longest_GR_Missing_Run_IQR_outlier,Pred_Coverage_Lower_Margin_IQR_outlier,Pred_Coverage_Upper_Margin_IQR_outlier,IQR_Outlier_Count,Coverage_Issue,Internal_Gap_Flag
925a7cd1,False,False,False,False,False,False,False,False,False,True,1,False,False
9283ae69,False,False,False,False,False,False,False,False,False,False,0,False,False
9298ad5b,False,False,False,False,False,False,False,True,False,False,1,False,False
9314ff13,False,False,False,False,False,False,False,False,False,False,0,False,False
93209a3d,False,False,False,False,False,False,False,False,False,False,0,False,False
939d9c34,False,False,False,False,False,False,False,False,False,False,0,False,False
93f5d2e6,False,False,False,False,False,True,True,False,False,False,2,False,False
940a48d9,False,False,False,False,False,False,False,False,False,False,0,False,False
940e709a,False,False,False,False,False,False,False,False,False,False,0,False,False
9426ec1e,False,False,False,False,False,False,False,False,False,False,0,False,False
94467f50,False,False,False,False,False,False,True,False,False,False,1,False,False
944f36b9,False,False,False,False,False,False,False,False,False,False,0,False,False
94d813a4,False,False,False,False,False,True,True,False,False,False,2,False,False
95b559e7,False,False,False,False,False,False,False,False,False,False,0,False,False
95c8427f,False,False,False,False,False,False,False,False,False,False,0,False,False
96936c22,False,False,False,False,False,False,False,False,False,True,1,False,False
96ae5806,True,True,False,False,False,False,False,True,False,False,3,False,False
96b7eea1,False,False,False,False,False,False,False,False,False,False,0,False,False
9719aa04,False,False,False,False,False,False,False,False,False,False,0,False,False
974802e7,False,False,False,False,False,False,False,False,False,False,0,False,False
97cd5bf9,False,False,False,False,False,False,False,False,False,False,0,False,False
98177ced,False,False,False,False,False,False,False,False,False,True,1,False,False
9896fc0b,False,False,False,False,False,True,True,False,False,False,2,False,False
98bc6f66,False,False,False,False,False,False,False,False,False,False,0,False,False
992c99e8,False,False,False,False,False,False,False,False,False,False,0,False,False
992ce078,False,False,False,False,False,False,False,False,False,False,0,False,False
99529c45,False,False,False,False,False,False,False,False,False,True,1,False,False
995ff498,False,False,False,False,False,False,False,False,False,False,0,False,False
999daf80,False,False,False,False,False,False,False,False,False,False,0,False,False
9a6b0392,False,False,False,False,False,False,False,False,False,True,1,False,False
9a8ae0d6,False,False,False,False,False,False,False,False,False,False,0,False,False
9a95e33f,False,False,False,False,False,False,False,True,False,False,1,False,False
9ab94eeb,False,False,False,False,False,False,False,False,False,False,0,False,False
9ad5410a,False,False,False,False,False,False,False,False,False,False,0,False,False
9ae248be,False,False,False,False,False,False,False,False,False,False,0,False,False
9af1ffd0,False,False,False,False,False,False,True,False,False,False,1,False,False
9b5b61c1,False,False,False,False,False,False,False,False,False,False,0,False,False
9b9e3b49,False,False,False,False,False,False,False,False,False,False,0,False,False
9bd2bba3,False,False,False,False,False,False,False,False,False,False,0,False,False
9c211c53,False,False,False,False,False,False,False,False,False,False,0,False,False
9c350a6a,False,False,False,False,False,False,False,True,False,False,1,False,False
9c8375f7,False,False,False,False,False,False,False,False,False,False,0,False,False
9d072e4c,False,False,False,False,False,False,False,False,False,False,0,False,False
9d3ec64c,False,False,False,False,False,False,False,False,False,False,0,False,False
9d4272e3,False,False,False,False,False,False,False,False,False,False,0,False,False
9d5e14d4,False,False,False,False,False,False,False,False,False,False,0,False,False
9da441ba,False,False,False,False,False,False,False,False,False,False,0,False,False
9dede370,False,False,False,False,False,False,False,False,False,False,0,False,False
9def2eb2,False,False,False,False,False,False,False,False,False,False,0,False,False
9df1b1f9,False,False,False,False,False,False,False,False,False,False,0,False,False
9dfff011,False,False,False,False,False,False,False,False,False,False,0,False,False
9e3e364d,False,False,False,False,False,False,False,False,False,False,0,False,False
9efc812e,False,False,False,False,False,False,False,False,False,False,0,False,False
9f0c7bae,False,False,False,False,False,False,False,False,False,False,0,False,False
9ffce529,False,False,False,False,False,False,False,False,False,False,0,False,False
a0383629,False,False,False,False,False,False,False,False,False,False,0,False,False
a056d01e,False,False,False,False,False,False,False,False,False,False,0,False,False
a08d9e63,False,False,False,False,False,False,False,False,False,False,0,False,False
a0b83014,False,False,False,False,False,False,False,False,False,False,0,False,False
a0e92ed6,False,False,False,False,False,False,False,False,False,False,0,False,False
a15bc102,False,False,False,False,False,False,False,False,False,False,0,False,False
a247e7cf,False,False,False,False,False,False,False,False,False,False,0,False,False
a2e8e7f6,False,False,False,False,False,False,False,False,False,False,0,False,False
a3518960,False,False,False,False,False,False,False,False,False,False,0,False,False
a3f71395,False,False,False,False,False,False,False,False,False,False,0,False,False
a4719920,False,False,False,False,False,False,False,False,False,False,0,False,False
a48640d9,False,False,False,False,False,False,False,False,False,False,0,False,False
a4cdbb0f,False,False,False,False,False,False,False,False,False,False,0,False,False
a4f989c2,False,False,False,False,False,False,False,False,False,False,0,False,False
a5aa7973,False,False,False,False,False,False,False,False,False,False,0,False,False
a5e6f7dc,False,False,False,False,False,False,False,False,False,False,0,False,False
a612d5a0,False,False,False,False,False,False,False,False,False,False,0,False,False
a622ce4d,False,False,False,False,False,False,False,False,False,False,0,False,False
a645da9a,False,False,False,False,False,False,False,False,False,False,0,False,False
a692b17e,False,False,False,False,False,False,False,False,False,False,0,False,False
a6b8ac67,False,False,False,False,False,False,False,False,False,False,0,False,False
a6ed2eff,False,False,False,False,False,False,False,False,False,False,0,False,False
a6f967fb,False,False,False,False,False,False,False,False,False,False,0,False,False
a76db406,False,False,False,False,False,False,False,False,False,False,0,False,False
a7744f5b,False,False,False,False,False,False,False,False,False,False,0,False,False
a783cc24,False,False,True,False,False,True,True,False,False,False,3,False,False
a79fd2e7,False,False,False,False,False,False,False,False,False,False,0,False,False
a7fc3e6b,False,False,False,False,False,False,False,False,False,False,0,False,False
a85bb86f,False,False,False,False,False,False,False,False,False,False,0,False,False
a85e4bc3,False,False,False,False,False,False,False,False,False,False,0,False,False
a87433c9,False,False,False,False,False,False,False,False,False,True,1,False,False
a8ed028a,False,False,False,False,False,False,False,False,False,False,0,False,False
a959858c,False,False,False,False,False,True,True,False,False,False,2,False,False
a9c9b150,False,False,False,False,False,False,False,False,False,False,0,False,False
aa95015b,False,False,False,False,False,False,False,False,False,False,0,False,False
aaaf3c03,False,False,False,False,False,False,False,False,False,False,0,False,False
aaeffccb,False,False,False,False,False,False,False,True,False,False,1,False,False
ab112491,False,False,False,False,False,False,False,False,False,False,0,False,False
ab18d3fc,False,False,False,False,False,False,False,False,False,False,0,False,False
ab3ced07,False,False,False,False,False,False,False,False,False,False,0,False,False
ab6fe95d,False,False,False,False,False,False,False,True,False,False,1,False,False
ab94878e,False,False,False,False,False,False,False,False,False,False,0,False,False
abf460d2,False,False,False,False,False,False,False,False,False,True,1,False,False
ac6f01d5,False,False,False,False,False,False,False,False,False,False,0,False,False
ad2133a8,False,False,False,False,False,False,False,False,False,False,0,False,False
add9c322,False,False,False,False,False,False,False,False,False,False,0,False,False
ae069086,False,False,False,False,False,False,False,False,False,False,0,False,False
ae0784a8,False,False,False,False,False,False,False,True,False,False,1,False,False
ae35f33a,False,False,False,False,False,False,False,False,False,True,1,False,False
ae8959c3,False,False,False,False,False,False,False,False,False,False,0,False,False
aed44918,False,False,False,False,False,False,False,False,False,False,0,False,False
aee6393a,False,False,False,False,False,False,False,False,False,False,0,False,False
af7a59ce,False,False,False,False,False,False,False,False,False,False,0,False,False
aff4e561,False,False,False,False,False,False,False,False,False,False,0,False,False
b04b58a3,False,False,False,False,False,False,False,False,False,False,0,False,False
b0d42b0d,False,False,False,False,False,False,False,False,False,False,0,False,False
b0f53bf4,False,False,False,False,False,False,False,True,False,False,1,False,False
b19b0395,False,False,False,False,False,False,False,False,False,False,0,False,False
b1efb8a4,False,False,False,False,False,False,False,False,False,False,0,False,False
b32902c0,False,False,False,False,False,False,False,False,False,False,0,False,False
b32e4903,False,False,False,False,False,False,False,True,False,False,1,False,False
b3388334,False,False,False,False,False,False,False,False,False,False,0,False,False
b37fd114,False,False,False,False,False,False,False,False,False,False,0,False,False
b38e3116,False,False,False,False,False,False,False,False,False,False,0,False,False
b4d8dd4f,False,False,False,False,False,False,False,False,False,False,0,False,False
b4f37e6e,False,False,False,False,False,False,True,False,False,False,1,False,False
b56bc0aa,False,False,False,False,False,False,False,False,False,False,0,False,False
b585b4fa,False,False,False,False,False,False,False,False,False,False,0,False,False
b5aa9634,False,False,False,False,False,False,False,False,False,False,0,False,False
b7974e66,False,False,False,False,False,False,False,False,False,False,0,False,False
b7cdcecb,False,False,False,False,False,False,False,False,False,False,0,False,False
b7fea9ef,False,False,False,False,False,False,False,True,False,False,1,False,False
b85f7b06,False,False,False,False,False,False,False,False,False,False,0,False,False
b881d27e,False,False,False,False,False,False,False,False,False,False,0,False,False
b8c49c1a,False,False,False,False,False,False,False,False,False,False,0,False,False
b95e7121,False,False,False,False,False,False,False,False,False,False,0,False,False
b977be4a,False,False,False,False,False,False,False,False,False,False,0,False,False
ba48188d,False,False,False,False,False,True,True,False,False,False,2,False,False
bb2cdd83,False,False,False,False,False,False,False,False,False,False,0,False,False
bb337fa0,False,False,False,False,False,False,False,False,False,False,0,False,False
bb682ebd,False,False,False,False,False,False,False,False,False,False,0,False,False
bc4381e2,False,False,False,False,False,False,False,False,False,False,0,False,False
bcebcc5f,False,False,False,False,False,False,False,False,False,False,0,False,False
bd2c2f34,True,True,False,False,False,False,False,False,False,False,2,False,False
bd4ae5da,False,False,False,False,False,False,False,True,False,False,1,False,False
bd6f0e19,False,False,False,False,False,False,False,False,False,False,0,False,False
bd8f847e,False,False,False,False,False,False,False,False,False,False,0,False,False
be063506,False,False,False,False,False,False,False,True,False,False,1,False,False
be35c8f2,False,False,False,False,False,False,False,False,False,False,0,False,False
be83e781,False,False,False,False,False,False,False,False,False,False,0,False,False
beda8696,False,False,False,False,False,False,False,False,False,False,0,False,False
bf39bc20,False,False,False,False,False,False,False,False,False,False,0,False,False
bf70b410,False,False,False,False,False,True,False,False,False,False,1,False,False
bffe3082,False,False,False,False,False,False,False,False,False,False,0,False,False
c03b9305,False,False,False,False,False,False,False,False,False,False,0,False,False
c03d4aed,False,False,False,False,False,False,False,False,False,False,0,False,False
c03fba65,False,False,False,False,False,False,True,False,False,False,1,False,False
c07fd0cd,False,False,False,False,False,False,False,False,False,True,1,False,False
c1708b88,False,False,False,False,False,False,False,False,False,False,0,False,False
c1d046f4,False,False,False,False,False,False,False,False,False,False,0,False,False
c2717d4f,False,False,False,False,False,False,False,True,False,False,1,False,False
c2c4db09,False,False,False,False,False,False,False,False,False,False,0,False,False
c2c6fc71,False,False,False,False,False,False,False,True,False,True,2,False,False
c36625df,False,False,False,False,False,False,False,False,False,False,0,False,False
c3957531,False,False,False,False,False,False,False,False,False,False,0,False,False
c42fe306,False,False,False,False,False,False,False,False,False,False,0,False,False
c43812e2,False,False,False,False,False,False,False,False,False,False,0,False,False
c472c0b5,False,False,False,False,False,False,False,True,False,False,1,False,False
c47e0767,False,False,False,False,False,False,False,False,False,False,0,False,False
c50b42f6,False,False,False,False,False,False,False,False,False,False,0,False,False
c593337f,False,False,False,False,False,False,False,False,False,False,0,False,False
c59b6c4a,False,False,False,False,False,True,False,False,False,False,1,False,False
c66be2b8,False,False,False,False,False,False,False,False,False,False,0,False,False
c6797dd7,False,False,False,False,False,False,False,True,False,False,1,False,False
c6b782a4,False,False,False,False,False,False,False,True,False,False,1,False,False
c6c96179,False,False,False,False,False,False,False,False,False,False,0,False,False
c70c0e01,False,False,False,False,False,False,False,False,False,False,0,False,False
c84c65be,True,True,False,False,False,False,False,False,False,False,2,False,False
c8d9680c,False,False,False,False,False,False,False,False,False,False,0,False,False
c908edd0,False,False,False,False,False,False,False,False,False,False,0,False,False
c9578d27,False,False,False,False,False,False,False,False,False,False,0,False,False
c96c018a,False,False,False,False,False,False,False,False,False,False,0,False,False
c99f9fae,False,False,False,False,False,False,False,False,False,False,0,False,False
c9e6734f,False,False,False,False,False,False,False,False,False,False,0,False,False
c9e980e8,False,False,False,False,False,False,False,False,False,False,0,False,False
c9fedcf3,False,False,False,False,False,False,False,False,False,False,0,False,False
cad13e8f,False,False,False,False,False,False,False,False,False,False,0,False,False
cb34231f,False,False,False,False,False,False,False,False,False,False,0,False,False
cb879f40,False,False,False,False,False,False,False,False,False,False,0,False,False
cbb406b5,False,False,False,False,False,False,False,False,False,False,0,False,False
cbe51de1,False,False,False,False,False,False,False,False,False,False,0,False,False
cbe62450,False,False,False,False,False,False,False,False,False,False,0,False,False
cc08aa63,False,False,False,False,False,False,False,False,False,False,0,False,False
cc8a1d57,False,False,False,False,False,False,False,False,False,False,0,False,False
ccedb12b,False,False,False,False,False,False,False,False,False,False,0,False,False
cd7f1687,False,False,False,False,False,False,False,False,False,False,0,False,False
cda7eb37,False,False,False,False,False,False,False,False,False,False,0,False,False
cdc31d65,False,False,False,False,False,False,False,True,False,True,2,False,False
cdc60a53,False,False,False,False,False,False,False,True,False,False,1,False,False
ce55ba43,False,False,False,False,False,False,False,False,False,False,0,False,False
ce8399b7,False,False,True,False,False,False,False,False,False,False,1,False,False
cf50c9d1,False,False,False,False,False,True,True,True,False,False,3,False,False
d00e7eb9,False,False,False,False,False,False,False,False,False,True,1,False,False
d011f41b,False,False,True,False,False,False,False,False,False,False,1,False,False
d07aed8f,False,False,False,False,False,False,False,True,False,True,2,False,False
d085e611,False,False,False,False,False,False,False,False,False,False,0,False,False
d0a0e7b5,False,False,False,False,False,False,False,False,False,False,0,False,False
d0a43760,False,False,False,False,False,False,False,False,False,False,0,False,False
d0cb63ae,False,False,False,False,False,False,False,False,False,False,0,False,False
d114d9c2,False,False,False,False,False,False,False,False,False,False,0,False,False
d1457cc5,False,False,False,False,False,False,False,False,False,False,0,False,False
d1ecf309,False,False,False,False,False,False,False,False,False,False,0,False,False
d1ee630d,False,False,False,False,False,False,False,False,False,False,0,False,False
d217e0c5,False,False,False,False,False,False,False,False,False,False,0,False,False
d24ff243,False,False,False,False,False,False,False,False,False,False,0,False,False
d273674e,False,False,False,False,False,False,False,False,False,False,0,False,False
d2f3b1ab,False,False,False,False,False,False,False,False,False,False,0,False,False
d3df146b,False,False,False,False,False,False,False,False,False,False,0,False,False
d40f61d5,False,False,False,False,False,False,False,False,False,False,0,False,False
d41beaf2,False,False,False,False,False,False,False,True,False,False,1,False,False
d463e527,False,False,False,False,False,False,False,False,False,False,0,False,False
d4f60a28,False,False,False,False,False,False,False,True,False,True,2,False,False
d50c649a,False,False,False,False,False,False,False,False,False,False,0,False,False
d543916f,False,False,False,False,False,False,False,False,False,False,0,False,False
d5df0ff5,False,False,False,False,False,False,False,False,False,False,0,False,False
d60430e6,False,False,False,False,False,False,False,False,False,True,1,False,False
d63196fe,False,False,False,False,False,False,False,False,False,False,0,False,False
d6c320d9,False,False,False,False,False,False,False,False,False,False,0,False,False
d6dd7330,False,False,False,False,False,False,False,False,False,False,0,False,False
d7ba4f9d,False,False,False,False,False,False,False,True,False,False,1,False,False
d7eb0be8,False,False,False,False,False,False,False,False,False,False,0,False,False
d84b621b,False,False,False,False,False,False,False,False,False,False,0,False,False
d90aa14c,True,True,False,False,False,False,False,False,False,True,3,False,False
d924e971,False,False,False,False,False,True,True,True,False,False,3,False,False
d9ae59b2,False,False,False,False,False,False,False,False,False,False,0,False,False
d9d6d94d,False,False,False,False,False,False,False,False,False,False,0,False,False
d9eca87b,False,False,False,False,False,True,True,False,False,False,2,False,False
da2d4d7c,False,False,False,False,False,False,False,False,False,False,0,False,False
da3bfe4e,False,False,False,False,False,False,False,False,False,False,0,False,False
da3cf798,False,False,False,False,False,False,False,False,False,False,0,False,False
da940160,False,False,False,False,False,False,False,False,False,False,0,False,False
dafc88c3,False,False,False,False,False,False,False,False,False,False,0,False,False
dbee6c86,False,False,False,False,False,False,False,False,False,False,0,False,False
dc5fbe29,False,False,False,False,False,False,False,False,False,False,0,False,False
dc7da28f,False,False,False,False,False,False,False,False,False,False,0,False,False
dc7f9757,False,False,False,False,False,False,False,False,False,False,0,False,False
dd168de0,False,False,False,False,False,False,False,True,False,False,1,False,False
dd64382d,False,False,False,False,False,False,False,False,False,False,0,False,False
dd6bc5b2,False,False,False,False,False,False,False,False,False,False,0,False,False
dd7d638e,False,False,False,False,False,False,False,False,False,False,0,False,False
ddc790ff,False,False,False,False,False,False,False,False,False,False,0,False,False
df71d1ff,False,False,False,False,False,False,False,False,False,False,0,False,False
df73b8f3,False,False,False,False,False,False,False,False,False,False,0,False,False
df8290be,False,False,False,False,False,False,False,False,False,False,0,False,False
e0079ed1,False,False,False,False,False,False,False,False,False,False,0,False,False
e03b45fd,False,False,False,False,False,True,False,True,False,False,2,False,False
e0f36d98,False,False,False,False,False,False,False,False,False,False,0,False,False
e149204f,False,False,False,False,False,False,False,True,False,False,1,False,False
e14d641e,False,False,False,False,False,False,False,False,False,False,0,False,False
e161bd0c,False,False,False,False,False,False,False,True,False,False,1,False,False
e201fd6d,False,False,False,False,False,False,False,False,False,False,0,False,False
e25f1537,False,False,False,False,False,False,False,False,False,False,0,False,False
e2fc7745,False,False,False,False,False,False,False,False,False,False,0,False,False
e32da4ec,False,False,False,False,False,False,False,False,False,False,0,False,False
e3b34f5b,False,False,False,False,False,False,False,False,False,False,0,False,False
e45a2a62,False,False,False,False,False,False,False,False,False,False,0,False,False
e46f4ef4,False,False,False,False,False,False,False,False,False,False,0,False,False
e4726608,False,False,False,False,False,False,False,False,False,False,0,False,False
e5864244,False,False,False,False,False,True,True,True,False,False,3,False,False
e5c92e59,False,False,False,False,False,False,False,False,False,False,0,False,False
e5ff9fd2,False,False,True,False,False,False,False,False,False,False,1,False,False
e6c55748,False,False,False,False,False,False,False,False,False,False,0,False,False
e730c32b,False,False,False,False,False,False,False,False,False,False,0,False,False
e737965a,False,False,False,False,False,False,False,False,False,False,0,False,False
e748dd88,False,False,False,False,False,False,False,False,False,False,0,False,False
e7818f7a,False,False,False,False,False,False,False,False,False,False,0,False,False
e7c36e81,False,False,False,False,False,False,False,False,False,False,0,False,False
e7d0c1de,False,False,False,False,False,False,False,False,False,False,0,False,False
e85074c5,False,False,False,False,False,False,False,False,False,False,0,False,False
e97032ad,False,False,False,False,False,False,False,False,False,False,0,False,False
e9949a23,False,False,False,False,False,False,False,False,False,False,0,False,False
ea0b99b7,True,True,False,False,False,False,False,False,False,False,2,False,False
ea3a0e38,True,True,False,False,False,False,False,False,False,False,2,False,False
ea41324e,False,False,False,False,False,False,False,False,False,False,0,False,False
eabc711b,False,False,False,False,False,False,False,False,False,False,0,False,False
eac10e86,False,False,False,False,False,False,False,False,False,False,0,False,False
eafb863e,False,False,False,False,False,False,True,True,False,False,2,False,False
eb06a4e7,False,False,False,False,False,False,False,False,False,False,0,False,False
eb640a35,False,False,False,False,False,False,False,False,False,False,0,False,False
eb934281,False,False,False,False,False,False,False,False,False,True,1,False,False
eba6605e,False,False,False,False,False,False,False,False,False,False,0,False,False
ebe69318,False,False,False,False,False,False,False,False,False,False,0,False,False
ec0d597b,False,False,False,False,False,False,False,False,False,False,0,False,False
ec13af42,False,False,False,False,False,False,False,True,False,False,1,False,False
ecdab904,False,False,False,False,False,False,False,False,False,False,0,False,False
ecdaf714,False,False,False,False,False,False,False,False,False,False,0,False,False
ed6436d6,False,False,True,False,False,False,False,False,False,False,1,False,False
ed6e6e54,False,False,False,False,False,False,False,False,False,False,0,False,False
edf885a3,False,False,False,False,False,False,False,True,False,False,1,False,False
ee0300f7,False,False,False,False,False,False,False,False,False,False,0,False,False
ee288beb,False,False,False,False,False,True,True,False,False,False,2,False,False
ee4aecac,False,False,False,False,False,False,False,False,False,False,0,False,False
eeda36f5,False,False,False,False,False,False,False,False,False,False,0,False,False
eeed308d,False,False,False,False,False,False,False,True,False,False,1,False,False
ef04658e,False,False,False,False,False,False,False,False,False,False,0,False,False
ef8e3ed0,False,False,False,False,False,False,False,False,False,False,0,False,False
efde6ac3,False,False,False,False,False,False,False,False,False,False,0,False,False
efe96181,False,False,False,False,False,False,False,False,False,False,0,False,False
f0188a48,False,False,False,False,False,False,False,True,False,False,1,False,False
f021b650,False,False,False,False,False,False,False,False,False,False,0,False,False
f03f10fe,False,False,False,False,False,False,False,False,False,False,0,False,False
f053a1b9,False,False,False,False,False,False,False,False,False,False,0,False,False
f074d277,False,False,False,False,False,False,False,False,False,False,0,False,False
f07d7037,False,False,False,False,False,False,False,False,False,False,0,False,False
f08774c3,False,False,False,False,False,False,False,False,False,False,0,False,False
f140c2fa,False,False,False,False,False,False,False,False,False,False,0,False,False
f16e25e3,False,False,False,False,False,False,False,False,False,False,0,False,False
f2d4c8c9,False,False,False,False,False,False,False,False,False,False,0,False,False
f321a31c,False,False,False,False,False,False,False,False,False,False,0,False,False
f40cd091,False,False,False,False,False,False,False,False,False,False,0,False,False
f439a621,False,False,False,False,False,False,False,False,False,False,0,False,False
f49fdea3,False,False,False,False,False,False,False,False,False,False,0,False,False
f4d12d23,False,False,False,False,False,False,False,False,False,False,0,False,False
f56d3ace,False,False,False,False,False,False,False,False,False,False,0,False,False
f5859199,False,False,False,False,False,False,False,False,False,False,0,False,False
f5d8aab6,False,False,False,False,False,False,False,False,False,False,0,False,False
f631da6e,False,False,False,False,False,False,False,False,False,False,0,False,False
f6824bb0,False,False,False,False,False,False,False,False,False,False,0,False,False
f6bc699b,False,False,False,False,False,False,False,False,False,False,0,False,False
f6d009f4,False,False,False,False,False,True,True,False,False,True,3,False,False
f72b268f,False,False,False,False,False,False,False,True,False,False,1,False,False
f8662c22,False,False,False,False,False,False,False,False,False,False,0,False,False
f88ddb26,False,False,False,False,False,True,False,False,False,False,1,False,False
f8afa78a,False,False,False,False,False,False,False,False,False,False,0,False,False
f8f59188,False,False,False,False,False,False,False,False,False,False,0,False,False
f9fc81aa,False,False,False,False,False,False,False,False,False,False,0,False,False
fa16d114,False,False,False,False,False,False,False,False,False,False,0,False,False
fa31da94,False,False,False,False,False,False,False,False,False,False,0,False,False
fa667be2,False,False,False,False,False,False,False,False,False,False,0,False,False
fae0c593,False,False,False,False,False,False,False,False,False,False,0,False,False
fb03ae90,False,False,False,False,False,False,False,False,False,False,0,False,False
fb0904bd,False,False,False,False,False,False,False,False,False,False,0,False,False
fb3848a1,False,False,False,False,False,False,False,False,False,False,0,False,False
fb73b13a,False,False,False,False,False,False,False,False,False,True,1,False,False
fba7683c,True,True,True,False,False,False,True,False,False,False,4,False,False
fbd68d27,False,False,False,False,False,False,False,False,False,False,0,False,False
fc03f21f,False,False,False,False,False,False,False,False,False,False,0,False,False
fc0d20b2,False,False,False,False,False,False,False,False,False,False,0,False,False
fcfcc902,False,False,False,False,False,False,False,False,False,False,0,False,False
fd3b4faa,False,False,False,False,False,False,False,False,False,False,0,False,False
fd710aea,False,False,False,False,False,False,False,False,False,False,0,False,False
fd8f77fa,False,False,False,False,False,False,False,False,False,False,0,False,False
fde20ecf,False,False,False,False,False,False,False,False,False,False,0,False,False
fdfd57da,False,False,False,False,False,False,False,False,False,False,0,False,False
febb4411,False,False,False,False,False,False,False,False,False,True,1,False,False
fef8af96,False,False,False,False,False,True,True,False,False,False,2,False,False
ff0aea78,False,False,False,False,False,False,False,False,False,False,0,False,False
ff8bb73a,False,False,False,False,False,False,False,False,False,False,0,False,False
ffefef30,False,False,False,False,False,False,False,False,False,False,0,False,False
